order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0000175,2026-07-05,OrderDetails.csv,2026-07-05 11:10:33.894903,2,2.11,283.75,0
ORD-0000176,2026-07-05,OrderDetails.csv,2026-07-05 17:21:18.669449,3,64.12,291.47,0
ORD-0000177,2026-07-05,OrderDetails.csv,2026-07-05 18:55:12.310020,1,12.12,324.23,0
ORD-0000178,2026-07-05,OrderDetails.csv,2026-07-05 14:27:18.849024,3,0.0,49.22,0
ORD-0000179,2026-07-05,OrderDetails.csv,2026-07-05 09:25:40.600564,3,0.81,40.46,0
ORD-0000180,2026-07-05,OrderDetails.csv,2026-07-05 09:18:19.863825,2,44.54,311.75,0
ORD-0000181,2026-07-05,OrderDetails.csv,2026-07-05 17:47:22.334944,1,152.43,745.14,0
ORD-0000182,2026-07-05,OrderDetails.csv,2026-07-05 12:14:15.778610,1,32.84,295.57,0
ORD-0000183,2026-07-05,OrderDetails.csv,2026-07-05 15:56:19.433405,3,0.0,170.2,0
ORD-0000184,2026-07-05,OrderDetails.csv,2026-07-05 17:12:01.073559,2,0.0,389.55,0
ORD-0000185,2026-07-05,OrderDetails.csv,2026-07-05 10:14:02.223915,2,3.5,481.34,0
ORD-0000186,2026-07-05,OrderDetails.csv,2026-07-05 16:29:01.628570,2,0.0,226.32,0
ORD-0000187,2026-07-05,OrderDetails.csv,2026-07-05 09:28:01.969603,1,8.42,286.39,0
ORD-0000188,2026-07-05,OrderDetails.csv,2026-07-05 16:47:02.192532,2,22.63,162.24,0
ORD-0000189,2026-07-05,OrderDetails.csv,2026-07-05 14:24:15.644012,2,0.0,333.31,0
ORD-0000190,2026-07-05,OrderDetails.csv,2026-07-05 09:26:45.973577,1,0.0,388.54,0
ORD-0000191,2026-07-05,OrderDetails.csv,2026-07-05 11:02:39.307622,3,0.0,69.24,0
ORD-0000192,2026-07-05,OrderDetails.csv,2026-07-05 11:16:06.066999,3,38.42,435.35,0
ORD-0000193,2026-07-05,OrderDetails.csv,2026-07-05 12:00:24.926566,2,6.99,27.97,0
ORD-0000194,2026-07-05,OrderDetails.csv,2026-07-05 09:10:52.288669,3,12.23,343.53,0
ORD-0000195,2026-07-05,OrderDetails.csv,2026-07-05 09:14:30.802618,3,40.11,705.32,0
ORD-0000196,2026-07-05,OrderDetails.csv,2026-07-05 14:04:40.349842,2,13.07,396.76,0
ORD-0000197,2026-07-05,OrderDetails.csv,2026-07-05 15:44:23.576351,2,19.48,304.26,0
ORD-0000198,2026-07-05,OrderDetails.csv,2026-07-05 14:47:05.853657,1,32.96,279.75,0
ORD-0000199,2026-07-05,OrderDetails.csv,2026-07-05 11:31:29.648438,3,24.48,310.13,0
ORD-0000200,2026-07-05,OrderDetails.csv,2026-07-05 16:10:52.037144,1,0.0,15.14,0
ORD-0000201,2026-07-05,OrderDetails.csv,2026-07-05 17:03:07.454775,2,0.0,99.13,0
ORD-0000202,2026-07-05,OrderDetails.csv,2026-07-05 16:39:11.239693,2,74.66,683.46,0
ORD-0000203,2026-07-05,OrderDetails.csv,2026-07-05 18:38:10.351388,2,13.26,53.02,0
ORD-0000204,2026-07-05,OrderDetails.csv,2026-07-05 17:29:07.883254,2,38.94,240.09,0
ORD-0000205,2026-07-05,OrderDetails.csv,2026-07-05 16:52:43.330123,2,0.0,74.48,0
