order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0001166,2026-07-29,OrderDetails.csv,2026-07-29 15:59:15.999073,1,38.94,350.34,0
ORD-0001167,2026-07-29,OrderDetails.csv,2026-07-29 10:28:25.049660,2,0.0,833.52,0
ORD-0001168,2026-07-29,OrderDetails.csv,2026-07-29 09:34:57.621463,2,0.0,187.12,0
ORD-0001169,2026-07-29,OrderDetails.csv,2026-07-29 13:18:33.949861,2,28.11,532.36,0
ORD-0001170,2026-07-29,OrderDetails.csv,2026-07-29 10:03:21.841184,3,0.0,125.86,0
ORD-0001171,2026-07-29,OrderDetails.csv,2026-07-29 17:33:05.697115,1,13.42,260.62,0
ORD-0001172,2026-07-29,OrderDetails.csv,2026-07-29 16:10:00.211913,2,6.37,57.32,0
ORD-0001173,2026-07-29,OrderDetails.csv,2026-07-29 09:08:22.363877,1,20.21,492.02,0
ORD-0001174,2026-07-29,OrderDetails.csv,2026-07-29 17:54:23.675564,1,43.53,368.14,0
ORD-0001175,2026-07-29,OrderDetails.csv,2026-07-29 13:53:01.237740,1,5.32,21.28,0
ORD-0001176,2026-07-29,OrderDetails.csv,2026-07-29 15:55:03.140926,2,4.29,38.54,0
ORD-0001177,2026-07-29,OrderDetails.csv,2026-07-29 16:35:43.690938,1,23.37,490.44,0
ORD-0001178,2026-07-29,OrderDetails.csv,2026-07-29 11:46:55.822824,1,0.0,316.31,0
ORD-0001179,2026-07-29,OrderDetails.csv,2026-07-29 09:10:25.396323,2,35.24,271.66,0
ORD-0001180,2026-07-29,OrderDetails.csv,2026-07-29 18:26:00.138764,3,0.0,400.22,0
ORD-0001181,2026-07-29,OrderDetails.csv,2026-07-29 11:38:25.355619,1,0.0,395.69,0
ORD-0001182,2026-07-29,OrderDetails.csv,2026-07-29 14:18:29.945185,3,0.0,807.05,0
ORD-0001183,2026-07-29,OrderDetails.csv,2026-07-29 17:26:06.557905,2,0.0,122.26,0
ORD-0001184,2026-07-29,OrderDetails.csv,2026-07-29 17:21:17.186729,3,56.54,356.0,0
ORD-0001185,2026-07-29,OrderDetails.csv,2026-07-29 14:38:40.066473,2,1.43,12.88,0
ORD-0001186,2026-07-29,OrderDetails.csv,2026-07-29 14:08:01.325102,2,28.22,120.48,0
ORD-0001187,2026-07-29,OrderDetails.csv,2026-07-29 15:34:26.663477,2,13.84,171.54,0
ORD-0001188,2026-07-29,OrderDetails.csv,2026-07-29 09:51:37.817476,3,36.98,377.51,0
