item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00002946,2026-07-29,ItemSelectionDetails.csv,ORD-0001166,2026-07-29 15:59:15.999073,6f48554ca5,Petite Notebook,Stationery,17.48,1.75,15.73,1,0
SEL-00002947,2026-07-29,ItemSelectionDetails.csv,ORD-0001166,2026-07-29 15:59:15.999073,45d1da72e8,Everyday Tote,Outerwear,12.76,1.28,11.48,1,0
SEL-00002948,2026-07-29,ItemSelectionDetails.csv,ORD-0001166,2026-07-29 15:59:15.999073,5c4a0cb26d,Vintage Cardigan,Kids,121.56,12.16,109.4,1,0
SEL-00002949,2026-07-29,ItemSelectionDetails.csv,ORD-0001166,2026-07-29 15:59:15.999073,0d50862b01,Classic Wrap,Tabletop,237.48,23.75,213.73,2,0
SEL-00002950,2026-07-29,ItemSelectionDetails.csv,ORD-0001167,2026-07-29 10:28:25.049660,16995ebd6c,Vintage Tote,Red Wine,271.74,0.0,271.74,3,0
SEL-00002951,2026-07-29,ItemSelectionDetails.csv,ORD-0001167,2026-07-29 10:28:25.049660,287df149f6,Everyday Wrap,Bags,201.24,0.0,201.24,2,0
SEL-00002952,2026-07-29,ItemSelectionDetails.csv,ORD-0001167,2026-07-29 10:28:25.049660,93f057cc55,Rustic Necklace,Stationery,360.54,0.0,360.54,3,0
SEL-00002953,2026-07-29,ItemSelectionDetails.csv,ORD-0001168,2026-07-29 09:34:57.621463,287df149f6,Everyday Wrap,Bags,100.62,0.0,100.62,1,0
SEL-00002954,2026-07-29,ItemSelectionDetails.csv,ORD-0001168,2026-07-29 09:34:57.621463,6a84f4bafc,Rustic Earrings,Outerwear,71.83,0.0,71.83,1,0
SEL-00002955,2026-07-29,ItemSelectionDetails.csv,ORD-0001168,2026-07-29 09:34:57.621463,6b347e2af1,Classic Bracelet,Fine Jewelry,14.67,0.0,14.67,1,0
SEL-00002956,2026-07-29,ItemSelectionDetails.csv,ORD-0001169,2026-07-29 13:18:33.949861,fa993180b5,Modern Vase,Kids,192.27,19.23,173.04,1,0
SEL-00002957,2026-07-29,ItemSelectionDetails.csv,ORD-0001169,2026-07-29 13:18:33.949861,b4d1cce619,Everyday Wrap,Outerwear,91.92,0.0,91.92,1,0
SEL-00002958,2026-07-29,ItemSelectionDetails.csv,ORD-0001169,2026-07-29 13:18:33.949861,de7a0de61e,Rustic Earrings,Kids,88.81,8.88,79.93,1,0
SEL-00002959,2026-07-29,ItemSelectionDetails.csv,ORD-0001169,2026-07-29 13:18:33.949861,2e1ea8db24,Vintage Tumbler,Scarves,187.47,0.0,187.47,3,0
SEL-00002960,2026-07-29,ItemSelectionDetails.csv,ORD-0001170,2026-07-29 10:03:21.841184,cc9c7f9688,Signature Vase,Stationery,125.86,0.0,125.86,2,0
SEL-00002961,2026-07-29,ItemSelectionDetails.csv,ORD-0001171,2026-07-29 17:33:05.697115,afbcbb993c,Vintage Tote,Fashion Jewelry,139.88,0.0,139.88,2,0
SEL-00002962,2026-07-29,ItemSelectionDetails.csv,ORD-0001171,2026-07-29 17:33:05.697115,a2c74f7d65,Rustic Bracelet,Outerwear,134.16,13.42,120.74,1,0
SEL-00002963,2026-07-29,ItemSelectionDetails.csv,ORD-0001172,2026-07-29 16:10:00.211913,f8c364ea86,Coastal Tumbler,Kids,63.69,6.37,57.32,3,0
SEL-00002964,2026-07-29,ItemSelectionDetails.csv,ORD-0001173,2026-07-29 09:08:22.363877,aa93d0dac7,Statement Bracelet,Candles,49.22,4.92,44.3,1,0
