item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00000221,2026-07-03,ItemSelectionDetails.csv,ORD-0000090,2026-07-03 13:01:18.816471,29f06ed427,Modern Vase,Fine Jewelry,99.13,0.0,99.13,1,0
SEL-00000222,2026-07-03,ItemSelectionDetails.csv,ORD-0000091,2026-07-03 09:13:48.405829,ec410f8658,Signature Wrap,Fine Jewelry,57.43,11.49,45.94,1,0
SEL-00000223,2026-07-03,ItemSelectionDetails.csv,ORD-0000091,2026-07-03 09:13:48.405829,eb2b3e41e1,Statement Cardigan,Fine Jewelry,269.55,0.0,269.55,3,0
SEL-00000224,2026-07-03,ItemSelectionDetails.csv,ORD-0000091,2026-07-03 09:13:48.405829,45d1da72e8,Everyday Tote,Outerwear,38.28,0.0,38.28,3,0
SEL-00000225,2026-07-03,ItemSelectionDetails.csv,ORD-0000091,2026-07-03 09:13:48.405829,2e1ea8db24,Vintage Tumbler,Scarves,62.49,0.0,62.49,1,0
SEL-00000226,2026-07-03,ItemSelectionDetails.csv,ORD-0000092,2026-07-03 13:37:39.985319,b4d1cce619,Everyday Wrap,Outerwear,91.92,18.38,73.54,1,0
SEL-00000227,2026-07-03,ItemSelectionDetails.csv,ORD-0000092,2026-07-03 13:37:39.985319,f4219a15c0,Statement Necklace,Candles,259.68,0.0,259.68,3,0
SEL-00000228,2026-07-03,ItemSelectionDetails.csv,ORD-0000092,2026-07-03 13:37:39.985319,ff2caeca63,Modern Necklace,White Wine,168.34,0.0,168.34,2,0
SEL-00000229,2026-07-03,ItemSelectionDetails.csv,ORD-0000092,2026-07-03 13:37:39.985319,0fdd317282,Everyday Wrap,White Wine,123.12,24.62,98.5,2,0
SEL-00000230,2026-07-03,ItemSelectionDetails.csv,ORD-0000093,2026-07-03 17:08:44.812944,45d1da72e8,Everyday Tote,Outerwear,12.76,0.0,12.76,1,0
SEL-00000231,2026-07-03,ItemSelectionDetails.csv,ORD-0000094,2026-07-03 13:14:50.843803,cfe8adb1f1,Everyday Notebook,Kids,87.62,0.0,87.62,1,0
SEL-00000232,2026-07-03,ItemSelectionDetails.csv,ORD-0000095,2026-07-03 11:13:15.290862,5181629936,Coastal Scarf,Fine Jewelry,124.46,0.0,124.46,2,0
SEL-00000233,2026-07-03,ItemSelectionDetails.csv,ORD-0000096,2026-07-03 09:00:04.848366,2e1ea8db24,Vintage Tumbler,Scarves,62.49,12.5,49.99,1,0
SEL-00000234,2026-07-03,ItemSelectionDetails.csv,ORD-0000096,2026-07-03 09:00:04.848366,adf8479dad,Petite Tumbler,White Wine,52.31,5.23,47.08,1,0
SEL-00000235,2026-07-03,ItemSelectionDetails.csv,ORD-0000096,2026-07-03 09:00:04.848366,04e3537ae2,Rustic Bottle,Tops,55.17,5.52,49.65,1,0
SEL-00000236,2026-07-03,ItemSelectionDetails.csv,ORD-0000096,2026-07-03 09:00:04.848366,9cd79d15ec,Coastal Tote,Candles,100.08,0.0,100.08,1,0
SEL-00000237,2026-07-03,ItemSelectionDetails.csv,ORD-0000097,2026-07-03 12:59:12.946365,6f48554ca5,Petite Notebook,Stationery,17.48,0.0,17.48,1,0
SEL-00000238,2026-07-03,ItemSelectionDetails.csv,ORD-0000098,2026-07-03 11:35:21.403965,414e1646bf,Rustic Necklace,Tops,102.15,0.0,102.15,1,0
SEL-00000239,2026-07-03,ItemSelectionDetails.csv,ORD-0000098,2026-07-03 11:35:21.403965,ec410f8658,Signature Wrap,Fine Jewelry,114.86,0.0,114.86,2,0
SEL-00000240,2026-07-03,ItemSelectionDetails.csv,ORD-0000098,2026-07-03 11:35:21.403965,6b347e2af1,Classic Bracelet,Fine Jewelry,14.67,0.0,14.67,1,0
SEL-00000241,2026-07-03,ItemSelectionDetails.csv,ORD-0000099,2026-07-03 17:57:43.326967,8f59deecd2,Statement Bottle,Stationery,69.06,0.0,69.06,3,0
SEL-00000242,2026-07-03,ItemSelectionDetails.csv,ORD-0000099,2026-07-03 17:57:43.326967,18d0617483,Modern Necklace,Red Wine,65.33,13.07,52.26,1,0
SEL-00000243,2026-07-03,ItemSelectionDetails.csv,ORD-0000100,2026-07-03 15:52:44.016528,e9608f5248,Coastal Bottle,Bags,220.8,44.16,176.64,2,0
SEL-00000244,2026-07-03,ItemSelectionDetails.csv,ORD-0000100,2026-07-03 15:52:44.016528,8341614063,Modern Bracelet,Scarves,63.25,12.65,50.6,1,0
SEL-00000245,2026-07-03,ItemSelectionDetails.csv,ORD-0000100,2026-07-03 15:52:44.016528,287df149f6,Everyday Wrap,Bags,301.86,0.0,301.86,3,0
SEL-00000246,2026-07-03,ItemSelectionDetails.csv,ORD-0000100,2026-07-03 15:52:44.016528,6c834d1035,Petite Tumbler,Stationery,140.38,14.04,126.34,1,0
SEL-00000247,2026-07-03,ItemSelectionDetails.csv,ORD-0000101,2026-07-03 12:48:08.582535,9cd79d15ec,Coastal Tote,Candles,200.16,20.02,180.14,2,0
SEL-00000248,2026-07-03,ItemSelectionDetails.csv,ORD-0000101,2026-07-03 12:48:08.582535,ec410f8658,Signature Wrap,Fine Jewelry,57.43,0.0,57.43,1,0
SEL-00000249,2026-07-03,ItemSelectionDetails.csv,ORD-0000102,2026-07-03 13:04:13.614699,16712a93b7,Statement Scarf,Tops,80.36,0.0,80.36,1,0
