order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0000090,2026-07-03,OrderDetails.csv,2026-07-03 13:01:18.816471,3,0.0,99.13,0
ORD-0000091,2026-07-03,OrderDetails.csv,2026-07-03 09:13:48.405829,3,11.49,416.26,0
ORD-0000092,2026-07-03,OrderDetails.csv,2026-07-03 13:37:39.985319,2,43.0,600.06,0
ORD-0000093,2026-07-03,OrderDetails.csv,2026-07-03 17:08:44.812944,3,0.0,12.76,0
ORD-0000094,2026-07-03,OrderDetails.csv,2026-07-03 13:14:50.843803,3,0.0,87.62,0
ORD-0000095,2026-07-03,OrderDetails.csv,2026-07-03 11:13:15.290862,2,0.0,124.46,0
ORD-0000096,2026-07-03,OrderDetails.csv,2026-07-03 09:00:04.848366,1,23.25,246.8,0
ORD-0000097,2026-07-03,OrderDetails.csv,2026-07-03 12:59:12.946365,3,0.0,17.48,0
ORD-0000098,2026-07-03,OrderDetails.csv,2026-07-03 11:35:21.403965,1,0.0,231.68,0
ORD-0000099,2026-07-03,OrderDetails.csv,2026-07-03 17:57:43.326967,3,13.07,121.32,0
ORD-0000100,2026-07-03,OrderDetails.csv,2026-07-03 15:52:44.016528,1,70.85,655.44,0
ORD-0000101,2026-07-03,OrderDetails.csv,2026-07-03 12:48:08.582535,1,20.02,237.57,0
ORD-0000102,2026-07-03,OrderDetails.csv,2026-07-03 13:04:13.614699,2,0.0,309.14,0
ORD-0000103,2026-07-03,OrderDetails.csv,2026-07-03 13:46:20.787312,1,16.56,203.69,0
ORD-0000104,2026-07-03,OrderDetails.csv,2026-07-03 15:46:36.348533,2,36.87,853.92,0
ORD-0000105,2026-07-03,OrderDetails.csv,2026-07-03 10:22:08.127390,3,63.88,614.54,0
ORD-0000106,2026-07-03,OrderDetails.csv,2026-07-03 09:18:01.319275,1,0.0,96.56,0
ORD-0000107,2026-07-03,OrderDetails.csv,2026-07-03 14:54:16.747979,1,2.01,300.58,0
ORD-0000108,2026-07-03,OrderDetails.csv,2026-07-03 14:13:47.312847,1,17.02,506.7,0
ORD-0000109,2026-07-03,OrderDetails.csv,2026-07-03 09:13:52.364271,3,6.05,36.95,0
ORD-0000110,2026-07-03,OrderDetails.csv,2026-07-03 14:35:18.936639,2,0.0,375.95,0
ORD-0000111,2026-07-03,OrderDetails.csv,2026-07-03 17:01:52.233068,3,10.95,299.2,0
ORD-0000112,2026-07-03,OrderDetails.csv,2026-07-03 10:56:12.083095,1,0.0,188.38,0
ORD-0000113,2026-07-03,OrderDetails.csv,2026-07-03 13:38:36.524249,3,0.0,284.53,0
ORD-0000114,2026-07-03,OrderDetails.csv,2026-07-03 15:01:49.892093,2,9.66,305.85,0
ORD-0000115,2026-07-03,OrderDetails.csv,2026-07-03 15:41:50.170923,1,140.93,630.5,0
ORD-0000116,2026-07-03,OrderDetails.csv,2026-07-03 15:48:17.277775,1,11.49,399.11,0
ORD-0000117,2026-07-03,OrderDetails.csv,2026-07-03 17:05:24.827878,1,0.0,267.13,0
ORD-0000118,2026-07-03,OrderDetails.csv,2026-07-03 10:12:29.678590,1,2.87,11.49,0
ORD-0000119,2026-07-03,OrderDetails.csv,2026-07-03 16:53:45.151202,1,29.65,314.78,0
ORD-0000120,2026-07-03,OrderDetails.csv,2026-07-03 16:30:35.857706,1,16.25,146.27,0
ORD-0000121,2026-07-03,OrderDetails.csv,2026-07-03 15:51:25.971796,1,6.42,57.75,0
ORD-0000122,2026-07-03,OrderDetails.csv,2026-07-03 12:34:33.786025,1,50.13,541.52,0
ORD-0000123,2026-07-03,OrderDetails.csv,2026-07-03 12:22:30.713556,2,0.0,425.97,0
