item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00000312,2026-07-04,ItemSelectionDetails.csv,ORD-0000124,2026-07-04 17:52:35.626917,aa93d0dac7,Statement Bracelet,Candles,49.22,0.0,49.22,1,0
SEL-00000313,2026-07-04,ItemSelectionDetails.csv,ORD-0000124,2026-07-04 17:52:35.626917,45a0b8962b,Vintage Notebook,Tops,14.36,2.87,11.49,1,0
SEL-00000314,2026-07-04,ItemSelectionDetails.csv,ORD-0000124,2026-07-04 17:52:35.626917,79d859b9e0,Rustic Necklace,Fine Jewelry,47.97,0.0,47.97,1,0
SEL-00000315,2026-07-04,ItemSelectionDetails.csv,ORD-0000125,2026-07-04 18:39:15.964713,6c834d1035,Petite Tumbler,Stationery,140.38,28.08,112.3,1,0
SEL-00000316,2026-07-04,ItemSelectionDetails.csv,ORD-0000125,2026-07-04 18:39:15.964713,2e1ea8db24,Vintage Tumbler,Scarves,62.49,0.0,62.49,1,0
SEL-00000317,2026-07-04,ItemSelectionDetails.csv,ORD-0000125,2026-07-04 18:39:15.964713,9cd79d15ec,Coastal Tote,Candles,100.08,0.0,100.08,1,0
SEL-00000318,2026-07-04,ItemSelectionDetails.csv,ORD-0000125,2026-07-04 18:39:15.964713,fd310f1b1b,Petite Necklace,Fashion Jewelry,443.52,44.35,399.17,3,0
SEL-00000319,2026-07-04,ItemSelectionDetails.csv,ORD-0000126,2026-07-04 12:01:15.715169,0fdd317282,Everyday Wrap,White Wine,61.56,0.0,61.56,1,0
SEL-00000320,2026-07-04,ItemSelectionDetails.csv,ORD-0000126,2026-07-04 12:01:15.715169,29dab935f8,Heritage Notebook,Candles,45.42,0.0,45.42,3,0
SEL-00000321,2026-07-04,ItemSelectionDetails.csv,ORD-0000126,2026-07-04 12:01:15.715169,c41ffeecab,Vintage Notebook,Bags,68.13,13.63,54.5,1,0
SEL-00000322,2026-07-04,ItemSelectionDetails.csv,ORD-0000126,2026-07-04 12:01:15.715169,1c7b7f4bad,Vintage Necklace,Fine Jewelry,206.28,0.0,206.28,3,0
SEL-00000323,2026-07-04,ItemSelectionDetails.csv,ORD-0000127,2026-07-04 10:06:59.210329,8341614063,Modern Bracelet,Scarves,63.25,6.33,56.92,1,0
SEL-00000324,2026-07-04,ItemSelectionDetails.csv,ORD-0000127,2026-07-04 10:06:59.210329,16995ebd6c,Vintage Tote,Red Wine,271.74,0.0,271.74,3,0
SEL-00000325,2026-07-04,ItemSelectionDetails.csv,ORD-0000128,2026-07-04 12:51:02.752045,b8829bd88e,Coastal Notebook,Scarves,179.28,0.0,179.28,3,0
SEL-00000326,2026-07-04,ItemSelectionDetails.csv,ORD-0000129,2026-07-04 13:36:08.736670,7f6aec391e,Classic Earrings,Fashion Jewelry,22.99,0.0,22.99,1,0
SEL-00000327,2026-07-04,ItemSelectionDetails.csv,ORD-0000130,2026-07-04 13:07:54.459182,bf9632259b,Classic Earrings,White Wine,147.54,0.0,147.54,1,0
SEL-00000328,2026-07-04,ItemSelectionDetails.csv,ORD-0000131,2026-07-04 12:32:16.887811,92663857be,Coastal Bottle,Scarves,155.88,31.18,124.7,2,0
SEL-00000329,2026-07-04,ItemSelectionDetails.csv,ORD-0000132,2026-07-04 09:28:29.785393,fd69e37d66,Vintage Vase,Tops,87.57,0.0,87.57,1,0
SEL-00000330,2026-07-04,ItemSelectionDetails.csv,ORD-0000132,2026-07-04 09:28:29.785393,0fdd317282,Everyday Wrap,White Wine,123.12,0.0,123.12,2,0
