order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0001037,2026-07-26,OrderDetails.csv,2026-07-26 18:48:09.729264,3,43.68,435.02,0
ORD-0001038,2026-07-26,OrderDetails.csv,2026-07-26 18:28:26.584637,1,35.63,509.19,0
ORD-0001039,2026-07-26,OrderDetails.csv,2026-07-26 13:52:06.583810,1,24.11,568.5,0
ORD-0001040,2026-07-26,OrderDetails.csv,2026-07-26 13:17:08.822450,1,20.46,338.23,0
ORD-0001041,2026-07-26,OrderDetails.csv,2026-07-26 10:43:59.694218,1,60.44,471.95,0
ORD-0001042,2026-07-26,OrderDetails.csv,2026-07-26 17:03:05.166156,1,65.13,446.8,0
ORD-0001043,2026-07-26,OrderDetails.csv,2026-07-26 16:42:41.647551,3,52.92,345.62,0
ORD-0001044,2026-07-26,OrderDetails.csv,2026-07-26 13:55:45.778628,1,0.0,98.66,0
ORD-0001045,2026-07-26,OrderDetails.csv,2026-07-26 17:55:45.718526,1,77.92,447.47,0
ORD-0001046,2026-07-26,OrderDetails.csv,2026-07-26 13:40:03.862066,1,37.49,201.07,0
ORD-0001047,2026-07-26,OrderDetails.csv,2026-07-26 15:44:51.760994,3,0.0,165.39,0
ORD-0001048,2026-07-26,OrderDetails.csv,2026-07-26 12:00:44.437821,1,0.0,21.42,0
ORD-0001049,2026-07-26,OrderDetails.csv,2026-07-26 16:06:57.175727,1,11.04,248.01,0
ORD-0001050,2026-07-26,OrderDetails.csv,2026-07-26 12:56:48.028882,1,0.0,155.8,0
ORD-0001051,2026-07-26,OrderDetails.csv,2026-07-26 12:44:03.036233,3,1.47,76.13,0
ORD-0001052,2026-07-26,OrderDetails.csv,2026-07-26 10:18:56.119090,2,0.0,87.57,0
ORD-0001053,2026-07-26,OrderDetails.csv,2026-07-26 10:59:44.615615,3,19.6,272.47,0
ORD-0001054,2026-07-26,OrderDetails.csv,2026-07-26 09:21:58.383021,3,15.1,291.36,0
ORD-0001055,2026-07-26,OrderDetails.csv,2026-07-26 12:55:46.099561,3,13.29,261.47,0
ORD-0001056,2026-07-26,OrderDetails.csv,2026-07-26 12:58:37.600597,2,13.07,117.59,0
ORD-0001057,2026-07-26,OrderDetails.csv,2026-07-26 10:55:35.516684,1,0.0,379.71,0
ORD-0001058,2026-07-26,OrderDetails.csv,2026-07-26 12:00:51.271683,2,44.53,239.86,0
ORD-0001059,2026-07-26,OrderDetails.csv,2026-07-26 15:12:39.908450,3,0.0,470.92,0
ORD-0001060,2026-07-26,OrderDetails.csv,2026-07-26 13:40:23.762200,2,7.04,311.15,0
ORD-0001061,2026-07-26,OrderDetails.csv,2026-07-26 16:14:59.975205,3,53.72,435.4,0
ORD-0001062,2026-07-26,OrderDetails.csv,2026-07-26 12:47:24.797122,1,77.31,801.0,0
ORD-0001063,2026-07-26,OrderDetails.csv,2026-07-26 18:04:58.936135,3,11.22,44.89,0
ORD-0001064,2026-07-26,OrderDetails.csv,2026-07-26 14:08:29.928722,3,16.5,420.6,0
ORD-0001065,2026-07-26,OrderDetails.csv,2026-07-26 14:38:44.286966,3,0.0,67.6,0
ORD-0001066,2026-07-26,OrderDetails.csv,2026-07-26 11:24:37.075801,3,0.0,185.07,0
ORD-0001067,2026-07-26,OrderDetails.csv,2026-07-26 16:52:20.249958,3,44.78,288.56,0
ORD-0001068,2026-07-26,OrderDetails.csv,2026-07-26 18:39:34.104675,2,0.0,249.57,0
ORD-0001069,2026-07-26,OrderDetails.csv,2026-07-26 11:07:37.963187,1,0.0,147.84,0
ORD-0001070,2026-07-26,OrderDetails.csv,2026-07-26 18:25:56.674890,1,48.75,343.17,0
ORD-0001071,2026-07-26,OrderDetails.csv,2026-07-26 18:23:03.808967,1,33.12,788.09,0
ORD-0001072,2026-07-26,OrderDetails.csv,2026-07-26 12:04:30.621165,3,70.05,686.29,0
ORD-0001073,2026-07-26,OrderDetails.csv,2026-07-26 09:47:22.367556,2,29.2,439.36,0
ORD-0001074,2026-07-26,OrderDetails.csv,2026-07-26 11:34:42.834408,3,32.5,192.95,0
ORD-0001075,2026-07-26,OrderDetails.csv,2026-07-26 12:04:56.640426,3,0.0,127.29,0
ORD-0001076,2026-07-26,OrderDetails.csv,2026-07-26 10:50:41.973253,3,17.49,199.64,0
ORD-0001077,2026-07-26,OrderDetails.csv,2026-07-26 16:44:12.586963,1,0.0,141.52,0
ORD-0001078,2026-07-26,OrderDetails.csv,2026-07-26 09:45:13.623149,3,95.2,820.65,0
ORD-0001079,2026-07-26,OrderDetails.csv,2026-07-26 10:28:52.401875,2,85.74,433.88,0
