item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00002586,2026-07-26,ItemSelectionDetails.csv,ORD-0001037,2026-07-26 18:48:09.729264,79d859b9e0,Rustic Necklace,Fine Jewelry,47.97,0.0,47.97,1,0
SEL-00002587,2026-07-26,ItemSelectionDetails.csv,ORD-0001037,2026-07-26 18:48:09.729264,3800bffa41,Everyday Wrap,Tabletop,174.44,34.89,139.55,1,0
SEL-00002588,2026-07-26,ItemSelectionDetails.csv,ORD-0001037,2026-07-26 18:48:09.729264,ff2caeca63,Modern Necklace,White Wine,168.34,0.0,168.34,2,0
SEL-00002589,2026-07-26,ItemSelectionDetails.csv,ORD-0001037,2026-07-26 18:48:09.729264,a910612d6f,Heritage Scarf,Red Wine,87.95,8.79,79.16,1,0
SEL-00002590,2026-07-26,ItemSelectionDetails.csv,ORD-0001038,2026-07-26 18:28:26.584637,d363333e01,Everyday Cardigan,Tabletop,15.39,0.0,15.39,1,0
SEL-00002591,2026-07-26,ItemSelectionDetails.csv,ORD-0001038,2026-07-26 18:28:26.584637,ae68e89107,Classic Tote,Fashion Jewelry,356.31,35.63,320.68,3,0
SEL-00002592,2026-07-26,ItemSelectionDetails.csv,ORD-0001038,2026-07-26 18:28:26.584637,f4219a15c0,Statement Necklace,Candles,173.12,0.0,173.12,2,0
SEL-00002593,2026-07-26,ItemSelectionDetails.csv,ORD-0001039,2026-07-26 13:52:06.583810,ea06aa983d,Classic Vase,Fashion Jewelry,153.27,0.0,153.27,3,0
SEL-00002594,2026-07-26,ItemSelectionDetails.csv,ORD-0001039,2026-07-26 13:52:06.583810,29f06ed427,Modern Vase,Fine Jewelry,198.26,0.0,198.26,2,0
SEL-00002595,2026-07-26,ItemSelectionDetails.csv,ORD-0001039,2026-07-26 13:52:06.583810,16712a93b7,Statement Scarf,Tops,241.08,24.11,216.97,3,0
SEL-00002596,2026-07-26,ItemSelectionDetails.csv,ORD-0001040,2026-07-26 13:17:08.822450,876b4faad0,Modern Candle,Bags,97.42,0.0,97.42,2,0
SEL-00002597,2026-07-26,ItemSelectionDetails.csv,ORD-0001040,2026-07-26 13:17:08.822450,a2c74f7d65,Rustic Bracelet,Outerwear,134.16,13.42,120.74,1,0
SEL-00002598,2026-07-26,ItemSelectionDetails.csv,ORD-0001040,2026-07-26 13:17:08.822450,b4d1cce619,Everyday Wrap,Outerwear,91.92,0.0,91.92,1,0
SEL-00002599,2026-07-26,ItemSelectionDetails.csv,ORD-0001040,2026-07-26 13:17:08.822450,76c4a1c4a7,Heritage Vase,Scarves,35.19,7.04,28.15,1,0
SEL-00002600,2026-07-26,ItemSelectionDetails.csv,ORD-0001041,2026-07-26 10:43:59.694218,bf9632259b,Classic Earrings,White Wine,147.54,0.0,147.54,1,0
SEL-00002601,2026-07-26,ItemSelectionDetails.csv,ORD-0001041,2026-07-26 10:43:59.694218,598b932d91,Petite Earrings,Outerwear,82.63,0.0,82.63,1,0
SEL-00002602,2026-07-26,ItemSelectionDetails.csv,ORD-0001041,2026-07-26 10:43:59.694218,436e35f4c6,Rustic Wrap,Stationery,302.22,60.44,241.78,3,0
SEL-00002603,2026-07-26,ItemSelectionDetails.csv,ORD-0001042,2026-07-26 17:03:05.166156,f7e473b023,Statement Vase,Stationery,8.13,0.0,8.13,1,0
SEL-00002604,2026-07-26,ItemSelectionDetails.csv,ORD-0001042,2026-07-26 17:03:05.166156,eb96c5bd41,Statement Scarf,Fashion Jewelry,34.62,6.92,27.7,1,0
SEL-00002605,2026-07-26,ItemSelectionDetails.csv,ORD-0001042,2026-07-26 17:03:05.166156,0d50862b01,Classic Wrap,Tabletop,356.22,35.62,320.6,3,0
SEL-00002606,2026-07-26,ItemSelectionDetails.csv,ORD-0001042,2026-07-26 17:03:05.166156,e48cb9f3a7,Heritage Scarf,Fine Jewelry,112.96,22.59,90.37,1,0
