order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0000826,2026-07-21,OrderDetails.csv,2026-07-21 18:15:51.606061,2,0.0,333.98,0
ORD-0000827,2026-07-21,OrderDetails.csv,2026-07-21 10:36:26.014513,2,58.22,659.89,0
ORD-0000828,2026-07-21,OrderDetails.csv,2026-07-21 10:12:47.556648,1,19.34,83.19,0
ORD-0000829,2026-07-21,OrderDetails.csv,2026-07-21 14:31:18.004765,3,10.76,186.5,0
ORD-0000830,2026-07-21,OrderDetails.csv,2026-07-21 12:16:57.070651,1,0.0,64.41,0
ORD-0000831,2026-07-21,OrderDetails.csv,2026-07-21 11:02:39.072383,2,8.49,72.25,0
ORD-0000832,2026-07-21,OrderDetails.csv,2026-07-21 14:41:26.053350,2,12.77,202.67,0
ORD-0000833,2026-07-21,OrderDetails.csv,2026-07-21 16:30:23.319896,2,22.97,211.41,0
ORD-0000834,2026-07-21,OrderDetails.csv,2026-07-21 18:03:58.994109,3,19.08,104.21,0
ORD-0000835,2026-07-21,OrderDetails.csv,2026-07-21 16:00:02.908583,3,0.0,709.15,0
ORD-0000836,2026-07-21,OrderDetails.csv,2026-07-21 10:25:24.298473,2,19.05,270.47,0
ORD-0000837,2026-07-21,OrderDetails.csv,2026-07-21 18:02:34.004235,3,0.0,148.36,0
ORD-0000838,2026-07-21,OrderDetails.csv,2026-07-21 17:00:27.605557,3,0.0,89.85,0
ORD-0000839,2026-07-21,OrderDetails.csv,2026-07-21 13:41:55.404936,3,94.52,697.01,0
ORD-0000840,2026-07-21,OrderDetails.csv,2026-07-21 18:02:43.215313,1,0.0,794.48,0
ORD-0000841,2026-07-21,OrderDetails.csv,2026-07-21 09:49:46.008699,3,88.52,684.95,0
ORD-0000842,2026-07-21,OrderDetails.csv,2026-07-21 16:23:31.024233,1,36.23,157.69,0
ORD-0000843,2026-07-21,OrderDetails.csv,2026-07-21 18:10:31.023772,2,0.0,491.29,0
ORD-0000844,2026-07-21,OrderDetails.csv,2026-07-21 17:29:54.758581,3,0.0,30.78,0
ORD-0000845,2026-07-21,OrderDetails.csv,2026-07-21 17:47:06.835207,3,0.0,518.61,0
ORD-0000846,2026-07-21,OrderDetails.csv,2026-07-21 11:51:42.736867,2,25.25,307.61,0
ORD-0000847,2026-07-21,OrderDetails.csv,2026-07-21 13:31:16.147898,1,0.0,62.49,0
ORD-0000848,2026-07-21,OrderDetails.csv,2026-07-21 09:45:43.910907,3,0.0,135.68,0
ORD-0000849,2026-07-21,OrderDetails.csv,2026-07-21 16:47:07.608288,2,14.84,59.34,0
ORD-0000850,2026-07-21,OrderDetails.csv,2026-07-21 09:25:02.987216,3,0.0,481.54,0
ORD-0000851,2026-07-21,OrderDetails.csv,2026-07-21 11:46:35.063128,3,11.3,161.42,0
ORD-0000852,2026-07-21,OrderDetails.csv,2026-07-21 10:24:45.169631,2,0.0,135.68,0
ORD-0000853,2026-07-21,OrderDetails.csv,2026-07-21 15:13:57.518042,3,5.98,446.99,0
ORD-0000854,2026-07-21,OrderDetails.csv,2026-07-21 13:08:35.433963,2,2.34,246.12,0
ORD-0000855,2026-07-21,OrderDetails.csv,2026-07-21 16:42:50.884692,1,28.68,361.37,0
ORD-0000856,2026-07-21,OrderDetails.csv,2026-07-21 10:47:35.212351,3,110.16,564.79,0
ORD-0000857,2026-07-21,OrderDetails.csv,2026-07-21 10:22:29.177195,2,38.96,537.46,0
ORD-0000858,2026-07-21,OrderDetails.csv,2026-07-21 10:03:41.385067,1,0.0,135.68,0
ORD-0000859,2026-07-21,OrderDetails.csv,2026-07-21 13:14:14.317131,3,0.0,131.61,0
ORD-0000860,2026-07-21,OrderDetails.csv,2026-07-21 15:58:46.582946,3,40.0,399.68,0
ORD-0000861,2026-07-21,OrderDetails.csv,2026-07-21 13:21:04.166904,3,5.32,418.67,0
ORD-0000862,2026-07-21,OrderDetails.csv,2026-07-21 18:18:43.989772,3,18.43,288.29,0
ORD-0000863,2026-07-21,OrderDetails.csv,2026-07-21 17:28:28.864376,2,0.0,109.65,0
ORD-0000864,2026-07-21,OrderDetails.csv,2026-07-21 13:59:23.937533,2,43.02,266.12,0
ORD-0000865,2026-07-21,OrderDetails.csv,2026-07-21 16:52:05.307932,3,0.0,116.74,0
ORD-0000866,2026-07-21,OrderDetails.csv,2026-07-21 14:43:56.868364,3,3.04,12.14,0
ORD-0000867,2026-07-21,OrderDetails.csv,2026-07-21 14:23:23.254959,2,78.43,766.05,0
ORD-0000868,2026-07-21,OrderDetails.csv,2026-07-21 15:52:53.302478,3,0.0,382.48,0
ORD-0000869,2026-07-21,OrderDetails.csv,2026-07-21 17:06:41.591232,2,35.03,278.22,0
