item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00000730,2026-07-08,ItemSelectionDetails.csv,ORD-0000293,2026-07-08 17:04:26.707855,61d3f7cd9d,Rustic Necklace,Outerwear,130.2,26.04,104.16,1,0
SEL-00000731,2026-07-08,ItemSelectionDetails.csv,ORD-0000293,2026-07-08 17:04:26.707855,6f48554ca5,Petite Notebook,Stationery,17.48,3.5,13.98,1,0
SEL-00000732,2026-07-08,ItemSelectionDetails.csv,ORD-0000294,2026-07-08 15:52:24.981940,04e3537ae2,Rustic Bottle,Tops,55.17,11.03,44.14,1,0
SEL-00000733,2026-07-08,ItemSelectionDetails.csv,ORD-0000294,2026-07-08 15:52:24.981940,64906c5754,Rustic Tote,Bags,53.78,0.0,53.78,1,0
SEL-00000734,2026-07-08,ItemSelectionDetails.csv,ORD-0000294,2026-07-08 15:52:24.981940,3010a642fc,Classic Scarf,Fashion Jewelry,176.28,35.26,141.02,2,0
SEL-00000735,2026-07-08,ItemSelectionDetails.csv,ORD-0000295,2026-07-08 17:56:16.485796,c11a85857c,Modern Scarf,Bags,43.38,0.0,43.38,1,0
SEL-00000736,2026-07-08,ItemSelectionDetails.csv,ORD-0000295,2026-07-08 17:56:16.485796,b4d1cce619,Everyday Wrap,Outerwear,275.76,0.0,275.76,3,0
SEL-00000737,2026-07-08,ItemSelectionDetails.csv,ORD-0000295,2026-07-08 17:56:16.485796,6edc2cbe96,Statement Scarf,Tabletop,41.27,0.0,41.27,1,0
SEL-00000738,2026-07-08,ItemSelectionDetails.csv,ORD-0000296,2026-07-08 18:15:50.001116,04e3537ae2,Rustic Bottle,Tops,55.17,0.0,55.17,1,0
SEL-00000739,2026-07-08,ItemSelectionDetails.csv,ORD-0000296,2026-07-08 18:15:50.001116,cfe8adb1f1,Everyday Notebook,Kids,87.62,0.0,87.62,1,0
SEL-00000740,2026-07-08,ItemSelectionDetails.csv,ORD-0000296,2026-07-08 18:15:50.001116,e9608f5248,Coastal Bottle,Bags,110.4,0.0,110.4,1,0
SEL-00000741,2026-07-08,ItemSelectionDetails.csv,ORD-0000296,2026-07-08 18:15:50.001116,18d0617483,Modern Necklace,Red Wine,195.99,0.0,195.99,3,0
SEL-00000742,2026-07-08,ItemSelectionDetails.csv,ORD-0000297,2026-07-08 11:47:54.357659,61d3f7cd9d,Rustic Necklace,Outerwear,130.2,26.04,104.16,1,0
SEL-00000743,2026-07-08,ItemSelectionDetails.csv,ORD-0000297,2026-07-08 11:47:54.357659,3ec5369f32,Statement Necklace,Candles,109.65,0.0,109.65,1,0
SEL-00000744,2026-07-08,ItemSelectionDetails.csv,ORD-0000297,2026-07-08 11:47:54.357659,287df149f6,Everyday Wrap,Bags,100.62,0.0,100.62,1,0
SEL-00000745,2026-07-08,ItemSelectionDetails.csv,ORD-0000297,2026-07-08 11:47:54.357659,c11a85857c,Modern Scarf,Bags,43.38,4.34,39.04,1,0
SEL-00000746,2026-07-08,ItemSelectionDetails.csv,ORD-0000298,2026-07-08 14:18:46.729921,04e3537ae2,Rustic Bottle,Tops,110.34,0.0,110.34,2,0
