order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0000245,2026-07-07,OrderDetails.csv,2026-07-07 16:40:43.573760,3,0.0,443.52,0
ORD-0000246,2026-07-07,OrderDetails.csv,2026-07-07 12:00:44.376099,1,7.67,355.41,0
ORD-0000247,2026-07-07,OrderDetails.csv,2026-07-07 11:12:20.968830,1,0.0,268.32,0
ORD-0000248,2026-07-07,OrderDetails.csv,2026-07-07 10:17:53.938020,2,0.0,124.98,0
ORD-0000249,2026-07-07,OrderDetails.csv,2026-07-07 15:08:53.577771,2,0.0,70.38,0
ORD-0000250,2026-07-07,OrderDetails.csv,2026-07-07 13:00:01.425113,2,0.0,175.14,0
ORD-0000251,2026-07-07,OrderDetails.csv,2026-07-07 13:17:58.515078,2,69.78,357.04,0
ORD-0000252,2026-07-07,OrderDetails.csv,2026-07-07 14:26:38.759805,3,25.7,349.74,0
ORD-0000253,2026-07-07,OrderDetails.csv,2026-07-07 10:45:23.772644,3,0.0,18.61,0
ORD-0000254,2026-07-07,OrderDetails.csv,2026-07-07 13:52:22.014012,2,0.0,116.41,0
ORD-0000255,2026-07-07,OrderDetails.csv,2026-07-07 14:44:31.574022,1,30.74,462.47,0
ORD-0000256,2026-07-07,OrderDetails.csv,2026-07-07 14:01:37.775959,2,0.0,257.07,0
ORD-0000257,2026-07-07,OrderDetails.csv,2026-07-07 18:37:53.183052,3,21.92,136.66,0
ORD-0000258,2026-07-07,OrderDetails.csv,2026-07-07 13:18:41.746076,2,0.0,501.0,0
ORD-0000259,2026-07-07,OrderDetails.csv,2026-07-07 10:30:22.760449,3,0.0,123.12,0
ORD-0000260,2026-07-07,OrderDetails.csv,2026-07-07 13:48:40.738236,1,17.63,70.51,0
ORD-0000261,2026-07-07,OrderDetails.csv,2026-07-07 16:46:06.488425,2,3.73,107.06,0
ORD-0000262,2026-07-07,OrderDetails.csv,2026-07-07 11:57:15.401880,1,18.06,249.52,0
ORD-0000263,2026-07-07,OrderDetails.csv,2026-07-07 17:05:07.326986,3,0.0,118.77,0
ORD-0000264,2026-07-07,OrderDetails.csv,2026-07-07 12:27:52.968492,1,2.01,251.78,0
ORD-0000265,2026-07-07,OrderDetails.csv,2026-07-07 16:21:16.613307,2,0.0,23.02,0
ORD-0000266,2026-07-07,OrderDetails.csv,2026-07-07 18:14:33.487530,2,0.0,89.16,0
ORD-0000267,2026-07-07,OrderDetails.csv,2026-07-07 15:18:05.157835,3,19.6,126.5,0
ORD-0000268,2026-07-07,OrderDetails.csv,2026-07-07 18:41:54.965245,3,0.0,159.39,0
ORD-0000269,2026-07-07,OrderDetails.csv,2026-07-07 09:16:15.801871,2,38.83,427.34,0
ORD-0000270,2026-07-07,OrderDetails.csv,2026-07-07 09:23:21.408400,2,32.04,347.13,0
ORD-0000271,2026-07-07,OrderDetails.csv,2026-07-07 12:27:19.364620,2,0.0,496.4,0
ORD-0000272,2026-07-07,OrderDetails.csv,2026-07-07 10:58:03.349957,3,8.33,343.37,0
ORD-0000273,2026-07-07,OrderDetails.csv,2026-07-07 10:11:38.345741,1,24.64,221.72,0
ORD-0000274,2026-07-07,OrderDetails.csv,2026-07-07 16:57:11.646731,1,22.89,304.99,0
ORD-0000275,2026-07-07,OrderDetails.csv,2026-07-07 14:07:02.400664,1,0.0,280.16,0
ORD-0000276,2026-07-07,OrderDetails.csv,2026-07-07 12:25:19.990426,3,0.0,152.86,0
ORD-0000277,2026-07-07,OrderDetails.csv,2026-07-07 11:44:38.576273,3,26.83,389.29,0
ORD-0000278,2026-07-07,OrderDetails.csv,2026-07-07 17:21:11.558457,1,0.0,213.22,0
ORD-0000279,2026-07-07,OrderDetails.csv,2026-07-07 18:34:21.413894,3,88.7,354.82,0
ORD-0000280,2026-07-07,OrderDetails.csv,2026-07-07 10:34:29.366847,1,103.29,555.21,0
ORD-0000281,2026-07-07,OrderDetails.csv,2026-07-07 17:41:39.366861,2,9.19,82.73,0
ORD-0000282,2026-07-07,OrderDetails.csv,2026-07-07 18:52:10.667743,3,16.51,130.29,0
ORD-0000283,2026-07-07,OrderDetails.csv,2026-07-07 11:17:18.791716,2,0.0,38.36,0
ORD-0000284,2026-07-07,OrderDetails.csv,2026-07-07 18:57:44.928223,3,0.0,452.4,0
ORD-0000285,2026-07-07,OrderDetails.csv,2026-07-07 18:12:44.408399,2,20.15,266.84,0
ORD-0000286,2026-07-07,OrderDetails.csv,2026-07-07 17:41:53.797440,3,9.91,482.49,0
ORD-0000287,2026-07-07,OrderDetails.csv,2026-07-07 18:23:11.179604,1,0.0,60.87,0
ORD-0000288,2026-07-07,OrderDetails.csv,2026-07-07 13:40:09.941020,3,0.0,643.51,0
ORD-0000289,2026-07-07,OrderDetails.csv,2026-07-07 10:27:22.064280,1,6.76,278.86,0
ORD-0000290,2026-07-07,OrderDetails.csv,2026-07-07 14:15:55.823857,1,96.52,506.74,0
ORD-0000291,2026-07-07,OrderDetails.csv,2026-07-07 15:23:41.534668,1,65.01,327.71,0
ORD-0000292,2026-07-07,OrderDetails.csv,2026-07-07 09:07:03.704817,2,31.67,236.34,0
