item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00000514,2026-07-06,ItemSelectionDetails.csv,ORD-0000206,2026-07-06 13:32:36.938132,adf8479dad,Petite Tumbler,White Wine,104.62,0.0,104.62,2,0
SEL-00000515,2026-07-06,ItemSelectionDetails.csv,ORD-0000206,2026-07-06 13:32:36.938132,ec410f8658,Signature Wrap,Fine Jewelry,57.43,0.0,57.43,1,0
SEL-00000516,2026-07-06,ItemSelectionDetails.csv,ORD-0000206,2026-07-06 13:32:36.938132,69ceada5df,Vintage Bracelet,Kids,116.74,0.0,116.74,1,0
SEL-00000517,2026-07-06,ItemSelectionDetails.csv,ORD-0000207,2026-07-06 17:56:20.082831,aa93d0dac7,Statement Bracelet,Candles,49.22,4.92,44.3,1,0
SEL-00000518,2026-07-06,ItemSelectionDetails.csv,ORD-0000207,2026-07-06 17:56:20.082831,76c4a1c4a7,Heritage Vase,Scarves,105.57,0.0,105.57,3,0
SEL-00000519,2026-07-06,ItemSelectionDetails.csv,ORD-0000207,2026-07-06 17:56:20.082831,d89585ffeb,Modern Earrings,Bags,26.6,0.0,26.6,1,0
SEL-00000520,2026-07-06,ItemSelectionDetails.csv,ORD-0000207,2026-07-06 17:56:20.082831,28bff27ee4,Petite Bracelet,Stationery,369.54,73.91,295.63,3,0
SEL-00000521,2026-07-06,ItemSelectionDetails.csv,ORD-0000208,2026-07-06 16:45:06.121248,0cac5ef0f2,Classic Tote,Tops,21.13,4.23,16.9,1,0
SEL-00000522,2026-07-06,ItemSelectionDetails.csv,ORD-0000208,2026-07-06 16:45:06.121248,63c5a65785,Classic Vase,Kids,56.1,5.61,50.49,1,0
SEL-00000523,2026-07-06,ItemSelectionDetails.csv,ORD-0000208,2026-07-06 16:45:06.121248,8ea2a92e5e,Rustic Necklace,Tops,98.44,0.0,98.44,2,0
SEL-00000524,2026-07-06,ItemSelectionDetails.csv,ORD-0000208,2026-07-06 16:45:06.121248,1c7b7f4bad,Vintage Necklace,Fine Jewelry,206.28,0.0,206.28,3,0
SEL-00000525,2026-07-06,ItemSelectionDetails.csv,ORD-0000209,2026-07-06 16:35:30.508994,29f06ed427,Modern Vase,Fine Jewelry,99.13,0.0,99.13,1,0
SEL-00000526,2026-07-06,ItemSelectionDetails.csv,ORD-0000209,2026-07-06 16:35:30.508994,88d765de81,Signature Tote,Fine Jewelry,33.14,0.0,33.14,1,0
SEL-00000527,2026-07-06,ItemSelectionDetails.csv,ORD-0000209,2026-07-06 16:35:30.508994,8f59deecd2,Statement Bottle,Stationery,23.02,0.0,23.02,1,0
SEL-00000528,2026-07-06,ItemSelectionDetails.csv,ORD-0000210,2026-07-06 13:34:43.759578,414e1646bf,Rustic Necklace,Tops,306.45,0.0,306.45,3,0
SEL-00000529,2026-07-06,ItemSelectionDetails.csv,ORD-0000210,2026-07-06 13:34:43.759578,a910612d6f,Heritage Scarf,Red Wine,87.95,17.59,70.36,1,0
SEL-00000530,2026-07-06,ItemSelectionDetails.csv,ORD-0000211,2026-07-06 09:51:40.449777,b8829bd88e,Coastal Notebook,Scarves,59.76,11.95,47.81,1,0
SEL-00000531,2026-07-06,ItemSelectionDetails.csv,ORD-0000211,2026-07-06 09:51:40.449777,45a0b8962b,Vintage Notebook,Tops,28.72,2.87,25.85,2,0
SEL-00000532,2026-07-06,ItemSelectionDetails.csv,ORD-0000212,2026-07-06 13:48:45.243941,c11a85857c,Modern Scarf,Bags,43.38,8.68,34.7,1,0
SEL-00000533,2026-07-06,ItemSelectionDetails.csv,ORD-0000212,2026-07-06 13:48:45.243941,151724ae73,Vintage Candle,Stationery,74.18,0.0,74.18,1,0
SEL-00000534,2026-07-06,ItemSelectionDetails.csv,ORD-0000212,2026-07-06 13:48:45.243941,eb96c5bd41,Statement Scarf,Fashion Jewelry,34.62,0.0,34.62,1,0
SEL-00000535,2026-07-06,ItemSelectionDetails.csv,ORD-0000212,2026-07-06 13:48:45.243941,d0f46ab8d2,Classic Earrings,Outerwear,97.99,0.0,97.99,1,0
SEL-00000536,2026-07-06,ItemSelectionDetails.csv,ORD-0000213,2026-07-06 14:54:39.292475,10f0f036f4,Petite Wrap,Bags,121.56,12.16,109.4,1,0
SEL-00000537,2026-07-06,ItemSelectionDetails.csv,ORD-0000214,2026-07-06 10:31:49.033347,adf8479dad,Petite Tumbler,White Wine,156.93,0.0,156.93,3,0
SEL-00000538,2026-07-06,ItemSelectionDetails.csv,ORD-0000214,2026-07-06 10:31:49.033347,fa993180b5,Modern Vase,Kids,576.81,0.0,576.81,3,0
SEL-00000539,2026-07-06,ItemSelectionDetails.csv,ORD-0000214,2026-07-06 10:31:49.033347,88d765de81,Signature Tote,Fine Jewelry,33.14,6.63,26.51,1,0
SEL-00000540,2026-07-06,ItemSelectionDetails.csv,ORD-0000215,2026-07-06 16:07:10.555328,cc9c7f9688,Signature Vase,Stationery,62.93,12.59,50.34,1,0
SEL-00000541,2026-07-06,ItemSelectionDetails.csv,ORD-0000215,2026-07-06 16:07:10.555328,ac4ef82a37,Classic Cardigan,Scarves,44.58,4.46,40.12,1,0
SEL-00000542,2026-07-06,ItemSelectionDetails.csv,ORD-0000215,2026-07-06 16:07:10.555328,b8829bd88e,Coastal Notebook,Scarves,59.76,0.0,59.76,1,0
SEL-00000543,2026-07-06,ItemSelectionDetails.csv,ORD-0000215,2026-07-06 16:07:10.555328,fd310f1b1b,Petite Necklace,Fashion Jewelry,443.52,0.0,443.52,3,0
SEL-00000544,2026-07-06,ItemSelectionDetails.csv,ORD-0000216,2026-07-06 15:10:06.235777,76c4a1c4a7,Heritage Vase,Scarves,35.19,7.04,28.15,1,0
SEL-00000545,2026-07-06,ItemSelectionDetails.csv,ORD-0000216,2026-07-06 15:10:06.235777,76c4a1c4a7,Heritage Vase,Scarves,35.19,0.0,35.19,1,0
SEL-00000546,2026-07-06,ItemSelectionDetails.csv,ORD-0000216,2026-07-06 15:10:06.235777,a525d8de6f,Petite Wrap,White Wine,487.56,48.76,438.8,3,0
SEL-00000547,2026-07-06,ItemSelectionDetails.csv,ORD-0000216,2026-07-06 15:10:06.235777,45d1da72e8,Everyday Tote,Outerwear,12.76,2.55,10.21,1,0
SEL-00000548,2026-07-06,ItemSelectionDetails.csv,ORD-0000217,2026-07-06 16:31:19.456772,a90f75939e,Classic Bottle,White Wine,229.29,22.93,206.36,3,0
SEL-00000549,2026-07-06,ItemSelectionDetails.csv,ORD-0000217,2026-07-06 16:31:19.456772,f4219a15c0,Statement Necklace,Candles,86.56,0.0,86.56,1,0
SEL-00000550,2026-07-06,ItemSelectionDetails.csv,ORD-0000217,2026-07-06 16:31:19.456772,696fca8aec,Statement Bottle,Tops,168.12,0.0,168.12,2,0
SEL-00000551,2026-07-06,ItemSelectionDetails.csv,ORD-0000217,2026-07-06 16:31:19.456772,8d71beece9,Statement Tote,Scarves,116.95,11.7,105.25,1,0
SEL-00000552,2026-07-06,ItemSelectionDetails.csv,ORD-0000218,2026-07-06 09:09:53.944405,3ec5369f32,Statement Necklace,Candles,109.65,0.0,109.65,1,0
SEL-00000553,2026-07-06,ItemSelectionDetails.csv,ORD-0000218,2026-07-06 09:09:53.944405,de7a0de61e,Rustic Earrings,Kids,266.43,53.29,213.14,3,0
SEL-00000554,2026-07-06,ItemSelectionDetails.csv,ORD-0000218,2026-07-06 09:09:53.944405,696fca8aec,Statement Bottle,Tops,168.12,33.62,134.5,2,0
SEL-00000555,2026-07-06,ItemSelectionDetails.csv,ORD-0000218,2026-07-06 09:09:53.944405,d363333e01,Everyday Cardigan,Tabletop,15.39,3.08,12.31,1,0
