order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0000206,2026-07-06,OrderDetails.csv,2026-07-06 13:32:36.938132,1,0.0,278.79,0
ORD-0000207,2026-07-06,OrderDetails.csv,2026-07-06 17:56:20.082831,1,78.83,472.1,0
ORD-0000208,2026-07-06,OrderDetails.csv,2026-07-06 16:45:06.121248,3,9.84,372.11,0
ORD-0000209,2026-07-06,OrderDetails.csv,2026-07-06 16:35:30.508994,2,0.0,155.29,0
ORD-0000210,2026-07-06,OrderDetails.csv,2026-07-06 13:34:43.759578,1,17.59,376.81,0
ORD-0000211,2026-07-06,OrderDetails.csv,2026-07-06 09:51:40.449777,2,14.82,73.66,0
ORD-0000212,2026-07-06,OrderDetails.csv,2026-07-06 13:48:45.243941,2,8.68,241.49,0
ORD-0000213,2026-07-06,OrderDetails.csv,2026-07-06 14:54:39.292475,2,12.16,109.4,0
ORD-0000214,2026-07-06,OrderDetails.csv,2026-07-06 10:31:49.033347,1,6.63,760.25,0
ORD-0000215,2026-07-06,OrderDetails.csv,2026-07-06 16:07:10.555328,1,17.05,593.74,0
ORD-0000216,2026-07-06,OrderDetails.csv,2026-07-06 15:10:06.235777,1,58.35,512.35,0
ORD-0000217,2026-07-06,OrderDetails.csv,2026-07-06 16:31:19.456772,1,34.63,566.29,0
ORD-0000218,2026-07-06,OrderDetails.csv,2026-07-06 09:09:53.944405,2,89.99,469.6,0
ORD-0000219,2026-07-06,OrderDetails.csv,2026-07-06 15:12:06.739196,3,0.0,198.64,0
ORD-0000220,2026-07-06,OrderDetails.csv,2026-07-06 16:01:15.419955,3,8.42,202.6,0
ORD-0000221,2026-07-06,OrderDetails.csv,2026-07-06 09:06:47.294908,1,26.1,413.39,0
ORD-0000222,2026-07-06,OrderDetails.csv,2026-07-06 11:25:16.590469,2,52.81,422.7,0
ORD-0000223,2026-07-06,OrderDetails.csv,2026-07-06 18:59:53.787618,1,0.0,89.85,0
ORD-0000224,2026-07-06,OrderDetails.csv,2026-07-06 10:09:10.335847,1,10.46,142.59,0
ORD-0000225,2026-07-06,OrderDetails.csv,2026-07-06 12:44:38.890714,1,33.12,436.41,0
ORD-0000226,2026-07-06,OrderDetails.csv,2026-07-06 12:46:13.648164,3,25.54,229.86,0
ORD-0000227,2026-07-06,OrderDetails.csv,2026-07-06 12:40:50.083540,1,5.02,60.32,0
ORD-0000228,2026-07-06,OrderDetails.csv,2026-07-06 10:40:01.743328,2,0.0,162.52,0
ORD-0000229,2026-07-06,OrderDetails.csv,2026-07-06 10:44:38.138351,1,0.0,41.27,0
ORD-0000230,2026-07-06,OrderDetails.csv,2026-07-06 10:55:12.133671,2,8.76,463.08,0
ORD-0000231,2026-07-06,OrderDetails.csv,2026-07-06 09:12:05.628877,2,16.54,323.29,0
ORD-0000232,2026-07-06,OrderDetails.csv,2026-07-06 10:48:51.235473,3,9.06,81.52,0
ORD-0000233,2026-07-06,OrderDetails.csv,2026-07-06 11:35:37.388805,3,42.6,592.13,0
ORD-0000234,2026-07-06,OrderDetails.csv,2026-07-06 16:39:23.814484,3,17.52,252.08,0
ORD-0000235,2026-07-06,OrderDetails.csv,2026-07-06 10:05:32.022717,2,0.0,211.16,0
ORD-0000236,2026-07-06,OrderDetails.csv,2026-07-06 18:08:40.024914,2,66.35,442.0,0
ORD-0000237,2026-07-06,OrderDetails.csv,2026-07-06 15:23:21.861468,1,77.05,596.13,0
ORD-0000238,2026-07-06,OrderDetails.csv,2026-07-06 15:29:02.981118,3,0.0,153.27,0
ORD-0000239,2026-07-06,OrderDetails.csv,2026-07-06 09:27:22.653796,2,0.0,72.99,0
ORD-0000240,2026-07-06,OrderDetails.csv,2026-07-06 11:27:52.872134,3,63.66,687.41,0
ORD-0000241,2026-07-06,OrderDetails.csv,2026-07-06 11:11:31.148238,1,0.0,48.28,0
ORD-0000242,2026-07-06,OrderDetails.csv,2026-07-06 09:24:44.289797,1,0.0,198.45,0
ORD-0000243,2026-07-06,OrderDetails.csv,2026-07-06 15:17:00.124558,2,26.93,645.9,0
ORD-0000244,2026-07-06,OrderDetails.csv,2026-07-06 13:53:48.403352,3,14.78,545.2,0
