item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00003010,2026-07-30,ItemSelectionDetails.csv,ORD-0001189,2026-07-30 09:49:15.355255,366d913122,Everyday Vase,Red Wine,281.94,0.0,281.94,2,0
SEL-00003011,2026-07-30,ItemSelectionDetails.csv,ORD-0001190,2026-07-30 09:43:07.636352,ae309fab22,Vintage Candle,Outerwear,11.27,2.25,9.02,1,0
SEL-00003012,2026-07-30,ItemSelectionDetails.csv,ORD-0001190,2026-07-30 09:43:07.636352,aa93d0dac7,Statement Bracelet,Candles,49.22,9.84,39.38,1,0
SEL-00003013,2026-07-30,ItemSelectionDetails.csv,ORD-0001191,2026-07-30 15:36:18.220207,46c480afbf,Modern Wrap,Fashion Jewelry,36.27,3.63,32.64,1,0
SEL-00003014,2026-07-30,ItemSelectionDetails.csv,ORD-0001192,2026-07-30 14:19:37.775196,fa561483b4,Everyday Bottle,Candles,77.9,0.0,77.9,1,0
SEL-00003015,2026-07-30,ItemSelectionDetails.csv,ORD-0001192,2026-07-30 14:19:37.775196,f4219a15c0,Statement Necklace,Candles,259.68,51.94,207.74,3,0
SEL-00003016,2026-07-30,ItemSelectionDetails.csv,ORD-0001192,2026-07-30 14:19:37.775196,ae68e89107,Classic Tote,Fashion Jewelry,237.54,0.0,237.54,2,0
SEL-00003017,2026-07-30,ItemSelectionDetails.csv,ORD-0001193,2026-07-30 16:27:45.385445,75b052da5c,Vintage Wrap,Outerwear,317.1,31.71,285.39,3,0
SEL-00003018,2026-07-30,ItemSelectionDetails.csv,ORD-0001193,2026-07-30 16:27:45.385445,3800bffa41,Everyday Wrap,Tabletop,174.44,34.89,139.55,1,0
SEL-00003019,2026-07-30,ItemSelectionDetails.csv,ORD-0001193,2026-07-30 16:27:45.385445,fbe76afa97,Coastal Bottle,Scarves,192.51,38.5,154.01,3,0
SEL-00003020,2026-07-30,ItemSelectionDetails.csv,ORD-0001194,2026-07-30 18:21:47.807883,0fdd317282,Everyday Wrap,White Wine,61.56,0.0,61.56,1,0
