item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00002274,2026-07-23,ItemSelectionDetails.csv,ORD-0000911,2026-07-23 13:08:44.787634,1c7b7f4bad,Vintage Necklace,Fine Jewelry,206.28,0.0,206.28,3,0
SEL-00002275,2026-07-23,ItemSelectionDetails.csv,ORD-0000912,2026-07-23 13:29:04.286723,eb96c5bd41,Statement Scarf,Fashion Jewelry,34.62,0.0,34.62,1,0
SEL-00002276,2026-07-23,ItemSelectionDetails.csv,ORD-0000912,2026-07-23 13:29:04.286723,aa93d0dac7,Statement Bracelet,Candles,49.22,0.0,49.22,1,0
SEL-00002277,2026-07-23,ItemSelectionDetails.csv,ORD-0000913,2026-07-23 14:29:53.654653,ae68e89107,Classic Tote,Fashion Jewelry,118.77,0.0,118.77,1,0
SEL-00002278,2026-07-23,ItemSelectionDetails.csv,ORD-0000913,2026-07-23 14:29:53.654653,ae68e89107,Classic Tote,Fashion Jewelry,118.77,23.75,95.02,1,0
SEL-00002279,2026-07-23,ItemSelectionDetails.csv,ORD-0000913,2026-07-23 14:29:53.654653,0d50862b01,Classic Wrap,Tabletop,118.74,0.0,118.74,1,0
SEL-00002280,2026-07-23,ItemSelectionDetails.csv,ORD-0000913,2026-07-23 14:29:53.654653,1c7b7f4bad,Vintage Necklace,Fine Jewelry,68.76,0.0,68.76,1,0
SEL-00002281,2026-07-23,ItemSelectionDetails.csv,ORD-0000914,2026-07-23 09:22:37.681553,8f59deecd2,Statement Bottle,Stationery,23.02,0.0,23.02,1,0
SEL-00002282,2026-07-23,ItemSelectionDetails.csv,ORD-0000914,2026-07-23 09:22:37.681553,a307d76e09,Coastal Bracelet,Tops,38.36,7.67,30.69,1,0
SEL-00002283,2026-07-23,ItemSelectionDetails.csv,ORD-0000915,2026-07-23 09:46:40.497662,d8804cdeb1,Vintage Notebook,Tops,289.48,28.95,260.53,2,0
SEL-00002284,2026-07-23,ItemSelectionDetails.csv,ORD-0000915,2026-07-23 09:46:40.497662,436e35f4c6,Rustic Wrap,Stationery,100.74,0.0,100.74,1,0
SEL-00002285,2026-07-23,ItemSelectionDetails.csv,ORD-0000915,2026-07-23 09:46:40.497662,d05847f1c3,Vintage Cardigan,Tabletop,166.54,0.0,166.54,2,0
SEL-00002286,2026-07-23,ItemSelectionDetails.csv,ORD-0000915,2026-07-23 09:46:40.497662,1ab091c4e7,Modern Necklace,Scarves,514.26,0.0,514.26,3,0
SEL-00002287,2026-07-23,ItemSelectionDetails.csv,ORD-0000916,2026-07-23 12:06:58.289465,a910612d6f,Heritage Scarf,Red Wine,87.95,8.79,79.16,1,0
SEL-00002288,2026-07-23,ItemSelectionDetails.csv,ORD-0000917,2026-07-23 17:58:23.826222,79d859b9e0,Rustic Necklace,Fine Jewelry,47.97,0.0,47.97,1,0
SEL-00002289,2026-07-23,ItemSelectionDetails.csv,ORD-0000917,2026-07-23 17:58:23.826222,6c834d1035,Petite Tumbler,Stationery,140.38,14.04,126.34,1,0
SEL-00002290,2026-07-23,ItemSelectionDetails.csv,ORD-0000918,2026-07-23 18:05:21.851824,29dab935f8,Heritage Notebook,Candles,45.42,0.0,45.42,3,0
SEL-00002291,2026-07-23,ItemSelectionDetails.csv,ORD-0000919,2026-07-23 10:08:18.266318,fa561483b4,Everyday Bottle,Candles,77.9,0.0,77.9,1,0
SEL-00002292,2026-07-23,ItemSelectionDetails.csv,ORD-0000920,2026-07-23 09:38:22.081230,7635b7f716,Coastal Earrings,Fine Jewelry,14.51,0.0,14.51,1,0
SEL-00002293,2026-07-23,ItemSelectionDetails.csv,ORD-0000920,2026-07-23 09:38:22.081230,696fca8aec,Statement Bottle,Tops,252.18,50.44,201.74,3,0
SEL-00002294,2026-07-23,ItemSelectionDetails.csv,ORD-0000920,2026-07-23 09:38:22.081230,ae68e89107,Classic Tote,Fashion Jewelry,118.77,0.0,118.77,1,0
SEL-00002295,2026-07-23,ItemSelectionDetails.csv,ORD-0000920,2026-07-23 09:38:22.081230,a90f75939e,Classic Bottle,White Wine,76.43,0.0,76.43,1,0
SEL-00002296,2026-07-23,ItemSelectionDetails.csv,ORD-0000921,2026-07-23 14:44:53.499891,4f4cff6860,Vintage Cardigan,Tabletop,20.09,0.0,20.09,1,0
SEL-00002297,2026-07-23,ItemSelectionDetails.csv,ORD-0000921,2026-07-23 14:44:53.499891,76c4a1c4a7,Heritage Vase,Scarves,35.19,3.52,31.67,1,0
SEL-00002298,2026-07-23,ItemSelectionDetails.csv,ORD-0000921,2026-07-23 14:44:53.499891,a525d8de6f,Petite Wrap,White Wine,487.56,48.76,438.8,3,0
SEL-00002299,2026-07-23,ItemSelectionDetails.csv,ORD-0000922,2026-07-23 14:47:36.735151,876b4faad0,Modern Candle,Bags,48.71,0.0,48.71,1,0
SEL-00002300,2026-07-23,ItemSelectionDetails.csv,ORD-0000922,2026-07-23 14:47:36.735151,63c5a65785,Classic Vase,Kids,56.1,5.61,50.49,1,0
SEL-00002301,2026-07-23,ItemSelectionDetails.csv,ORD-0000923,2026-07-23 16:24:58.867348,0f9b4f69c1,Heritage Necklace,Candles,215.13,0.0,215.13,3,0
