item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00000001,2026-07-01,ItemSelectionDetails.csv,ORD-0000001,2026-07-01 16:32:48.280999,93f057cc55,Rustic Necklace,Stationery,120.18,0.0,120.18,1,0
SEL-00000002,2026-07-01,ItemSelectionDetails.csv,ORD-0000001,2026-07-01 16:32:48.280999,5324b99976,Vintage Candle,White Wine,89.16,0.0,89.16,1,0
SEL-00000003,2026-07-01,ItemSelectionDetails.csv,ORD-0000001,2026-07-01 16:32:48.280999,6c834d1035,Petite Tumbler,Stationery,280.76,0.0,280.76,2,0
SEL-00000004,2026-07-01,ItemSelectionDetails.csv,ORD-0000002,2026-07-01 12:15:05.101243,598b932d91,Petite Earrings,Outerwear,82.63,0.0,82.63,1,0
SEL-00000005,2026-07-01,ItemSelectionDetails.csv,ORD-0000002,2026-07-01 12:15:05.101243,f8c364ea86,Coastal Tumbler,Kids,21.23,0.0,21.23,1,0
SEL-00000006,2026-07-01,ItemSelectionDetails.csv,ORD-0000002,2026-07-01 12:15:05.101243,414e1646bf,Rustic Necklace,Tops,102.15,20.43,81.72,1,0
SEL-00000007,2026-07-01,ItemSelectionDetails.csv,ORD-0000002,2026-07-01 12:15:05.101243,0f9b4f69c1,Heritage Necklace,Candles,71.71,14.34,57.37,1,0
SEL-00000008,2026-07-01,ItemSelectionDetails.csv,ORD-0000003,2026-07-01 15:15:30.391890,28bff27ee4,Petite Bracelet,Stationery,123.18,0.0,123.18,1,0
SEL-00000009,2026-07-01,ItemSelectionDetails.csv,ORD-0000003,2026-07-01 15:15:30.391890,ec410f8658,Signature Wrap,Fine Jewelry,172.29,0.0,172.29,3,0
SEL-00000010,2026-07-01,ItemSelectionDetails.csv,ORD-0000003,2026-07-01 15:15:30.391890,9abd234dcf,Classic Bracelet,Outerwear,14.31,0.0,14.31,1,0
SEL-00000011,2026-07-01,ItemSelectionDetails.csv,ORD-0000004,2026-07-01 10:03:19.572199,cd333fcb20,Everyday Candle,Candles,116.75,0.0,116.75,1,0
SEL-00000012,2026-07-01,ItemSelectionDetails.csv,ORD-0000005,2026-07-01 10:22:55.468334,a910612d6f,Heritage Scarf,Red Wine,175.9,0.0,175.9,2,0
SEL-00000013,2026-07-01,ItemSelectionDetails.csv,ORD-0000005,2026-07-01 10:22:55.468334,f7e473b023,Statement Vase,Stationery,24.39,4.88,19.51,3,0
SEL-00000014,2026-07-01,ItemSelectionDetails.csv,ORD-0000006,2026-07-01 11:30:32.055682,3ff813895e,Modern Candle,Bags,368.68,0.0,368.68,2,0
SEL-00000015,2026-07-01,ItemSelectionDetails.csv,ORD-0000007,2026-07-01 15:18:09.519564,d05847f1c3,Vintage Cardigan,Tabletop,83.27,8.33,74.94,1,0
SEL-00000016,2026-07-01,ItemSelectionDetails.csv,ORD-0000007,2026-07-01 15:18:09.519564,18d0617483,Modern Necklace,Red Wine,65.33,6.53,58.8,1,0
SEL-00000017,2026-07-01,ItemSelectionDetails.csv,ORD-0000008,2026-07-01 15:24:10.863559,0f9b4f69c1,Heritage Necklace,Candles,71.71,14.34,57.37,1,0
SEL-00000018,2026-07-01,ItemSelectionDetails.csv,ORD-0000009,2026-07-01 10:19:17.518048,63c5a65785,Classic Vase,Kids,56.1,11.22,44.88,1,0
SEL-00000019,2026-07-01,ItemSelectionDetails.csv,ORD-0000009,2026-07-01 10:19:17.518048,876b4faad0,Modern Candle,Bags,146.13,0.0,146.13,3,0
SEL-00000020,2026-07-01,ItemSelectionDetails.csv,ORD-0000009,2026-07-01 10:19:17.518048,6b347e2af1,Classic Bracelet,Fine Jewelry,14.67,0.0,14.67,1,0
SEL-00000021,2026-07-01,ItemSelectionDetails.csv,ORD-0000009,2026-07-01 10:19:17.518048,3800bffa41,Everyday Wrap,Tabletop,348.88,0.0,348.88,2,0
SEL-00000022,2026-07-01,ItemSelectionDetails.csv,ORD-0000010,2026-07-01 13:19:54.646308,16712a93b7,Statement Scarf,Tops,160.72,16.07,144.65,2,0
SEL-00000023,2026-07-01,ItemSelectionDetails.csv,ORD-0000011,2026-07-01 15:10:32.684795,a910612d6f,Heritage Scarf,Red Wine,175.9,0.0,175.9,2,0
SEL-00000024,2026-07-01,ItemSelectionDetails.csv,ORD-0000011,2026-07-01 15:10:32.684795,b8829bd88e,Coastal Notebook,Scarves,59.76,0.0,59.76,1,0
SEL-00000025,2026-07-01,ItemSelectionDetails.csv,ORD-0000011,2026-07-01 15:10:32.684795,61a0327535,Rustic Cardigan,Tops,60.59,0.0,60.59,1,0
SEL-00000026,2026-07-01,ItemSelectionDetails.csv,ORD-0000012,2026-07-01 11:01:43.674805,6edc2cbe96,Statement Scarf,Tabletop,123.81,0.0,123.81,3,1
SEL-00000027,2026-07-01,ItemSelectionDetails.csv,ORD-0000012,2026-07-01 11:01:43.674805,29f06ed427,Modern Vase,Fine Jewelry,198.26,0.0,198.26,2,1
SEL-00000028,2026-07-01,ItemSelectionDetails.csv,ORD-0000012,2026-07-01 11:01:43.674805,79d859b9e0,Rustic Necklace,Fine Jewelry,143.91,0.0,143.91,3,1
SEL-00000029,2026-07-01,ItemSelectionDetails.csv,ORD-0000012,2026-07-01 11:01:43.674805,adf8479dad,Petite Tumbler,White Wine,156.93,0.0,156.93,3,1
SEL-00000030,2026-07-01,ItemSelectionDetails.csv,ORD-0000013,2026-07-01 09:01:02.706204,287df149f6,Everyday Wrap,Bags,100.62,10.06,90.56,1,0
SEL-00000031,2026-07-01,ItemSelectionDetails.csv,ORD-0000013,2026-07-01 09:01:02.706204,c8ebef167a,Petite Bottle,Stationery,163.41,32.68,130.73,3,0
SEL-00000032,2026-07-01,ItemSelectionDetails.csv,ORD-0000014,2026-07-01 12:24:32.730751,afbcbb993c,Vintage Tote,Fashion Jewelry,69.94,0.0,69.94,1,0
SEL-00000033,2026-07-01,ItemSelectionDetails.csv,ORD-0000014,2026-07-01 12:24:32.730751,de7a0de61e,Rustic Earrings,Kids,177.62,35.52,142.1,2,0
SEL-00000034,2026-07-01,ItemSelectionDetails.csv,ORD-0000014,2026-07-01 12:24:32.730751,9cd79d15ec,Coastal Tote,Candles,300.24,0.0,300.24,3,0
SEL-00000035,2026-07-01,ItemSelectionDetails.csv,ORD-0000014,2026-07-01 12:24:32.730751,6b347e2af1,Classic Bracelet,Fine Jewelry,14.67,0.0,14.67,1,0
SEL-00000036,2026-07-01,ItemSelectionDetails.csv,ORD-0000015,2026-07-01 13:47:39.476353,4f4cff6860,Vintage Cardigan,Tabletop,20.09,0.0,20.09,1,0
SEL-00000037,2026-07-01,ItemSelectionDetails.csv,ORD-0000016,2026-07-01 13:11:13.660576,a90f75939e,Classic Bottle,White Wine,76.43,0.0,76.43,1,0
SEL-00000038,2026-07-01,ItemSelectionDetails.csv,ORD-0000017,2026-07-01 13:32:50.081607,9abd234dcf,Classic Bracelet,Outerwear,14.31,2.86,11.45,1,0
