order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0001126,2026-07-28,OrderDetails.csv,2026-07-28 10:03:16.830600,3,27.65,799.27,0
ORD-0001127,2026-07-28,OrderDetails.csv,2026-07-28 16:00:41.181164,3,40.79,1093.84,0
ORD-0001128,2026-07-28,OrderDetails.csv,2026-07-28 15:56:05.941980,1,12.06,48.25,0
ORD-0001129,2026-07-28,OrderDetails.csv,2026-07-28 17:27:26.433073,2,63.75,463.09,0
ORD-0001130,2026-07-28,OrderDetails.csv,2026-07-28 10:03:24.577259,2,56.66,226.62,0
ORD-0001131,2026-07-28,OrderDetails.csv,2026-07-28 12:27:32.173131,1,0.0,144.77,0
ORD-0001132,2026-07-28,OrderDetails.csv,2026-07-28 12:38:36.483937,1,0.0,131.41,0
ORD-0001133,2026-07-28,OrderDetails.csv,2026-07-28 13:28:27.356528,3,27.14,450.54,0
ORD-0001134,2026-07-28,OrderDetails.csv,2026-07-28 13:27:43.831533,2,3.46,115.33,0
ORD-0001135,2026-07-28,OrderDetails.csv,2026-07-28 13:26:34.110758,1,0.0,213.74,0
ORD-0001136,2026-07-28,OrderDetails.csv,2026-07-28 09:02:50.250215,1,0.0,529.44,0
ORD-0001137,2026-07-28,OrderDetails.csv,2026-07-28 14:14:55.739660,2,10.01,208.17,0
ORD-0001138,2026-07-28,OrderDetails.csv,2026-07-28 10:56:48.639228,3,41.68,305.84,0
ORD-0001139,2026-07-28,OrderDetails.csv,2026-07-28 15:26:18.483165,2,64.87,627.55,0
ORD-0001140,2026-07-28,OrderDetails.csv,2026-07-28 16:18:42.655274,2,0.0,242.18,0
ORD-0001141,2026-07-28,OrderDetails.csv,2026-07-28 16:28:26.372823,3,13.59,315.15,0
ORD-0001142,2026-07-28,OrderDetails.csv,2026-07-28 09:39:46.119886,2,0.0,419.66,0
ORD-0001143,2026-07-28,OrderDetails.csv,2026-07-28 17:20:44.232016,2,30.89,298.58,0
ORD-0001144,2026-07-28,OrderDetails.csv,2026-07-28 13:25:56.761452,3,0.0,442.62,0
ORD-0001145,2026-07-28,OrderDetails.csv,2026-07-28 18:32:59.573941,1,78.93,573.82,0
ORD-0001146,2026-07-28,OrderDetails.csv,2026-07-28 15:58:54.911963,3,33.9,207.81,0
ORD-0001147,2026-07-28,OrderDetails.csv,2026-07-28 12:00:15.431021,3,12.34,253.45,0
ORD-0001148,2026-07-28,OrderDetails.csv,2026-07-28 13:51:52.760687,2,26.51,334.1,0
ORD-0001149,2026-07-28,OrderDetails.csv,2026-07-28 12:40:19.395845,1,0.0,398.91,0
ORD-0001150,2026-07-28,OrderDetails.csv,2026-07-28 09:41:57.627321,1,3.63,181.28,0
ORD-0001151,2026-07-28,OrderDetails.csv,2026-07-28 15:34:09.079838,1,9.21,173.16,0
ORD-0001152,2026-07-28,OrderDetails.csv,2026-07-28 13:39:50.661032,1,24.79,572.24,0
ORD-0001153,2026-07-28,OrderDetails.csv,2026-07-28 10:29:13.556404,3,62.03,348.31,0
ORD-0001154,2026-07-28,OrderDetails.csv,2026-07-28 17:31:40.980562,2,12.23,471.4,0
ORD-0001155,2026-07-28,OrderDetails.csv,2026-07-28 18:17:17.526779,3,56.41,548.06,0
ORD-0001156,2026-07-28,OrderDetails.csv,2026-07-28 15:40:56.113548,1,35.41,370.91,0
ORD-0001157,2026-07-28,OrderDetails.csv,2026-07-28 18:53:39.817514,2,0.0,133.61,0
ORD-0001158,2026-07-28,OrderDetails.csv,2026-07-28 09:32:29.105732,3,0.0,15.18,0
ORD-0001159,2026-07-28,OrderDetails.csv,2026-07-28 10:33:18.814715,3,26.04,104.16,0
ORD-0001160,2026-07-28,OrderDetails.csv,2026-07-28 15:40:17.383390,2,0.0,295.49,0
ORD-0001161,2026-07-28,OrderDetails.csv,2026-07-28 10:05:00.739322,3,49.66,535.1,0
ORD-0001162,2026-07-28,OrderDetails.csv,2026-07-28 14:33:06.917037,2,0.0,119.53,0
ORD-0001163,2026-07-28,OrderDetails.csv,2026-07-28 10:06:26.943572,2,0.0,412.11,0
ORD-0001164,2026-07-28,OrderDetails.csv,2026-07-28 18:26:16.321727,2,24.48,289.98,0
ORD-0001165,2026-07-28,OrderDetails.csv,2026-07-28 15:08:13.661118,2,0.0,109.65,0
