order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0000870,2026-07-22,OrderDetails.csv,2026-07-22 10:27:41.977386,1,4.83,92.67,0
ORD-0000871,2026-07-22,OrderDetails.csv,2026-07-22 18:51:39.631186,3,0.0,127.29,0
ORD-0000872,2026-07-22,OrderDetails.csv,2026-07-22 14:06:23.126546,2,0.0,251.87,0
ORD-0000873,2026-07-22,OrderDetails.csv,2026-07-22 17:00:53.910157,3,26.75,359.17,0
ORD-0000874,2026-07-22,OrderDetails.csv,2026-07-22 10:29:31.160185,2,0.0,242.83,0
ORD-0000875,2026-07-22,OrderDetails.csv,2026-07-22 12:32:38.091311,3,91.92,489.72,0
ORD-0000876,2026-07-22,OrderDetails.csv,2026-07-22 13:08:50.295944,3,59.04,425.19,0
ORD-0000877,2026-07-22,OrderDetails.csv,2026-07-22 09:00:49.292551,1,0.0,612.21,0
ORD-0000878,2026-07-22,OrderDetails.csv,2026-07-22 11:45:09.976276,2,78.23,347.93,0
ORD-0000879,2026-07-22,OrderDetails.csv,2026-07-22 10:42:00.855165,3,0.0,60.14,0
ORD-0000880,2026-07-22,OrderDetails.csv,2026-07-22 15:18:00.897164,3,49.16,365.96,0
ORD-0000881,2026-07-22,OrderDetails.csv,2026-07-22 11:09:43.768656,1,25.93,360.67,0
ORD-0000882,2026-07-22,OrderDetails.csv,2026-07-22 14:23:36.736987,2,19.81,154.61,0
ORD-0000883,2026-07-22,OrderDetails.csv,2026-07-22 14:49:25.909095,1,29.23,165.61,0
ORD-0000884,2026-07-22,OrderDetails.csv,2026-07-22 15:14:20.270464,2,46.84,319.56,0
ORD-0000885,2026-07-22,OrderDetails.csv,2026-07-22 13:52:47.912825,3,0.0,356.59,0
ORD-0000886,2026-07-22,OrderDetails.csv,2026-07-22 16:47:17.796001,1,0.0,446.42,0
ORD-0000887,2026-07-22,OrderDetails.csv,2026-07-22 10:03:39.570507,1,0.0,158.01,0
ORD-0000888,2026-07-22,OrderDetails.csv,2026-07-22 17:33:56.699831,2,48.9,948.21,0
ORD-0000889,2026-07-22,OrderDetails.csv,2026-07-22 18:18:02.419650,2,18.12,115.54,0
ORD-0000890,2026-07-22,OrderDetails.csv,2026-07-22 18:09:14.060128,1,0.0,188.46,0
ORD-0000891,2026-07-22,OrderDetails.csv,2026-07-22 11:54:22.738260,1,26.05,387.71,0
ORD-0000892,2026-07-22,OrderDetails.csv,2026-07-22 12:57:20.100105,1,2.99,249.95,0
ORD-0000893,2026-07-22,OrderDetails.csv,2026-07-22 11:55:02.501954,1,72.09,800.37,0
ORD-0000894,2026-07-22,OrderDetails.csv,2026-07-22 11:30:37.092759,3,0.0,574.99,0
ORD-0000895,2026-07-22,OrderDetails.csv,2026-07-22 11:32:19.028217,3,0.0,1044.08,0
ORD-0000896,2026-07-22,OrderDetails.csv,2026-07-22 18:45:44.436041,2,62.3,279.61,0
ORD-0000897,2026-07-22,OrderDetails.csv,2026-07-22 14:24:17.880163,3,38.14,236.17,0
ORD-0000898,2026-07-22,OrderDetails.csv,2026-07-22 18:56:54.597194,2,40.97,225.07,0
ORD-0000899,2026-07-22,OrderDetails.csv,2026-07-22 11:06:03.006775,3,0.0,168.12,0
ORD-0000900,2026-07-22,OrderDetails.csv,2026-07-22 11:47:06.865653,3,12.12,655.5,0
ORD-0000901,2026-07-22,OrderDetails.csv,2026-07-22 14:25:48.836959,1,16.34,147.07,0
ORD-0000902,2026-07-22,OrderDetails.csv,2026-07-22 09:34:40.631515,3,0.0,316.91,1
ORD-0000903,2026-07-22,OrderDetails.csv,2026-07-22 16:18:39.165197,1,34.46,477.71,0
ORD-0000904,2026-07-22,OrderDetails.csv,2026-07-22 13:19:01.924786,2,6.16,79.09,0
ORD-0000905,2026-07-22,OrderDetails.csv,2026-07-22 10:48:41.075697,1,26.92,417.45,0
ORD-0000906,2026-07-22,OrderDetails.csv,2026-07-22 09:13:39.077669,1,29.57,118.27,0
ORD-0000907,2026-07-22,OrderDetails.csv,2026-07-22 09:29:20.391844,1,28.19,249.04,0
ORD-0000908,2026-07-22,OrderDetails.csv,2026-07-22 15:10:11.972500,3,8.81,484.39,0
ORD-0000909,2026-07-22,OrderDetails.csv,2026-07-22 13:32:06.245748,1,34.89,592.41,0
ORD-0000910,2026-07-22,OrderDetails.csv,2026-07-22 13:54:14.752629,2,22.1,261.3,0
