order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0000654,2026-07-17,OrderDetails.csv,2026-07-17 12:14:06.876296,1,10.88,281.68,0
ORD-0000655,2026-07-17,OrderDetails.csv,2026-07-17 10:43:20.091388,2,0.0,30.36,0
ORD-0000656,2026-07-17,OrderDetails.csv,2026-07-17 10:58:52.015011,1,0.0,189.75,0
ORD-0000657,2026-07-17,OrderDetails.csv,2026-07-17 18:41:37.237267,2,8.77,35.1,0
ORD-0000658,2026-07-17,OrderDetails.csv,2026-07-17 13:34:30.592928,2,0.0,143.84,0
ORD-0000659,2026-07-17,OrderDetails.csv,2026-07-17 18:56:56.006211,2,18.12,474.94,0
ORD-0000660,2026-07-17,OrderDetails.csv,2026-07-17 17:31:42.085860,2,16.87,207.86,0
ORD-0000661,2026-07-17,OrderDetails.csv,2026-07-17 12:31:49.800075,1,0.0,169.26,1
ORD-0000662,2026-07-17,OrderDetails.csv,2026-07-17 14:25:50.948240,1,74.22,482.71,0
ORD-0000663,2026-07-17,OrderDetails.csv,2026-07-17 10:04:19.959761,2,12.68,191.71,0
ORD-0000664,2026-07-17,OrderDetails.csv,2026-07-17 14:03:19.296383,3,1.13,319.09,0
ORD-0000665,2026-07-17,OrderDetails.csv,2026-07-17 15:47:21.505958,1,0.0,146.13,0
ORD-0000666,2026-07-17,OrderDetails.csv,2026-07-17 10:18:28.789216,1,0.0,61.98,0
ORD-0000667,2026-07-17,OrderDetails.csv,2026-07-17 10:46:49.977582,2,6.63,59.65,0
ORD-0000668,2026-07-17,OrderDetails.csv,2026-07-17 12:16:22.607253,2,10.01,90.07,0
ORD-0000669,2026-07-17,OrderDetails.csv,2026-07-17 18:52:49.501485,1,0.0,147.54,0
ORD-0000670,2026-07-17,OrderDetails.csv,2026-07-17 17:45:16.948187,2,21.93,221.76,0
ORD-0000671,2026-07-17,OrderDetails.csv,2026-07-17 14:45:12.599195,3,21.88,240.99,0
ORD-0000672,2026-07-17,OrderDetails.csv,2026-07-17 12:28:29.623453,3,10.22,462.55,0
ORD-0000673,2026-07-17,OrderDetails.csv,2026-07-17 14:39:14.439245,2,64.7,282.78,0
ORD-0000674,2026-07-17,OrderDetails.csv,2026-07-17 11:21:16.183125,1,68.53,322.85,0
ORD-0000675,2026-07-17,OrderDetails.csv,2026-07-17 13:45:36.557844,3,0.0,82.63,0
ORD-0000676,2026-07-17,OrderDetails.csv,2026-07-17 17:01:32.001259,2,18.75,107.21,0
ORD-0000677,2026-07-17,OrderDetails.csv,2026-07-17 13:49:01.861866,2,0.0,222.89,0
ORD-0000678,2026-07-17,OrderDetails.csv,2026-07-17 16:28:03.025194,1,87.87,445.88,0
ORD-0000679,2026-07-17,OrderDetails.csv,2026-07-17 18:38:50.268725,3,0.0,554.58,0
ORD-0000680,2026-07-17,OrderDetails.csv,2026-07-17 12:15:00.358615,3,2.15,83.49,0
ORD-0000681,2026-07-17,OrderDetails.csv,2026-07-17 09:35:00.607971,3,5.74,339.81,0
ORD-0000682,2026-07-17,OrderDetails.csv,2026-07-17 09:52:21.854539,3,30.74,376.84,0
ORD-0000683,2026-07-17,OrderDetails.csv,2026-07-17 12:22:54.069115,1,0.0,233.9,0
ORD-0000684,2026-07-17,OrderDetails.csv,2026-07-17 14:52:13.465867,2,14.34,640.28,0
ORD-0000685,2026-07-17,OrderDetails.csv,2026-07-17 13:02:04.302997,3,0.0,119.53,0
ORD-0000686,2026-07-17,OrderDetails.csv,2026-07-17 18:13:25.499306,2,45.77,354.5,0
ORD-0000687,2026-07-17,OrderDetails.csv,2026-07-17 18:27:18.004327,3,27.81,303.26,0
ORD-0000688,2026-07-17,OrderDetails.csv,2026-07-17 09:00:31.692696,1,0.0,14.31,0
ORD-0000689,2026-07-17,OrderDetails.csv,2026-07-17 18:27:23.029952,1,49.63,248.48,0
ORD-0000690,2026-07-17,OrderDetails.csv,2026-07-17 17:52:58.503522,3,1.13,10.14,0
ORD-0000691,2026-07-17,OrderDetails.csv,2026-07-17 16:17:04.345528,1,57.86,520.68,0
ORD-0000692,2026-07-17,OrderDetails.csv,2026-07-17 10:19:49.500112,2,0.0,33.14,0
ORD-0000693,2026-07-17,OrderDetails.csv,2026-07-17 13:09:58.692508,3,10.26,70.92,0
ORD-0000694,2026-07-17,OrderDetails.csv,2026-07-17 10:33:15.891981,3,0.0,525.96,0
ORD-0000695,2026-07-17,OrderDetails.csv,2026-07-17 14:01:28.643675,3,0.0,90.58,0
ORD-0000696,2026-07-17,OrderDetails.csv,2026-07-17 14:00:18.787862,3,33.43,496.72,0
ORD-0000697,2026-07-17,OrderDetails.csv,2026-07-17 15:10:40.854044,2,80.27,391.03,0
ORD-0000698,2026-07-17,OrderDetails.csv,2026-07-17 10:30:14.804672,3,2.3,20.72,0
ORD-0000699,2026-07-17,OrderDetails.csv,2026-07-17 09:48:41.222019,1,20.63,185.65,0
ORD-0000700,2026-07-17,OrderDetails.csv,2026-07-17 10:32:53.353256,3,20.98,218.22,0
