item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00001441,2026-07-15,ItemSelectionDetails.csv,ORD-0000576,2026-07-15 15:19:00.551173,8ea2a92e5e,Rustic Necklace,Tops,49.22,0.0,49.22,1,0
SEL-00001442,2026-07-15,ItemSelectionDetails.csv,ORD-0000577,2026-07-15 11:41:03.709193,fa561483b4,Everyday Bottle,Candles,77.9,7.79,70.11,1,0
SEL-00001443,2026-07-15,ItemSelectionDetails.csv,ORD-0000578,2026-07-15 14:41:09.969292,8f59deecd2,Statement Bottle,Stationery,23.02,4.6,18.42,1,0
SEL-00001444,2026-07-15,ItemSelectionDetails.csv,ORD-0000578,2026-07-15 14:41:09.969292,e9608f5248,Coastal Bottle,Bags,331.2,0.0,331.2,3,0
SEL-00001445,2026-07-15,ItemSelectionDetails.csv,ORD-0000578,2026-07-15 14:41:09.969292,a90f75939e,Classic Bottle,White Wine,152.86,0.0,152.86,2,0
SEL-00001446,2026-07-15,ItemSelectionDetails.csv,ORD-0000578,2026-07-15 14:41:09.969292,bd08b8a16b,Signature Tote,Fine Jewelry,29.94,0.0,29.94,2,0
SEL-00001447,2026-07-15,ItemSelectionDetails.csv,ORD-0000579,2026-07-15 12:33:05.734519,d8804cdeb1,Vintage Notebook,Tops,289.48,0.0,289.48,2,0
SEL-00001448,2026-07-15,ItemSelectionDetails.csv,ORD-0000580,2026-07-15 13:39:25.732061,2e1ea8db24,Vintage Tumbler,Scarves,124.98,0.0,124.98,2,0
SEL-00001449,2026-07-15,ItemSelectionDetails.csv,ORD-0000580,2026-07-15 13:39:25.732061,ce445b794f,Rustic Cardigan,Outerwear,21.47,2.15,19.32,1,0
SEL-00001450,2026-07-15,ItemSelectionDetails.csv,ORD-0000580,2026-07-15 13:39:25.732061,f4219a15c0,Statement Necklace,Candles,86.56,8.66,77.9,1,0
SEL-00001451,2026-07-15,ItemSelectionDetails.csv,ORD-0000580,2026-07-15 13:39:25.732061,d89585ffeb,Modern Earrings,Bags,26.6,0.0,26.6,1,0
SEL-00001452,2026-07-15,ItemSelectionDetails.csv,ORD-0000581,2026-07-15 10:02:04.510817,0754e1cbd9,Coastal Scarf,Fine Jewelry,157.8,31.56,126.24,3,0
SEL-00001453,2026-07-15,ItemSelectionDetails.csv,ORD-0000581,2026-07-15 10:02:04.510817,76c4a1c4a7,Heritage Vase,Scarves,70.38,0.0,70.38,2,0
SEL-00001454,2026-07-15,ItemSelectionDetails.csv,ORD-0000581,2026-07-15 10:02:04.510817,16995ebd6c,Vintage Tote,Red Wine,181.16,36.23,144.93,2,0
SEL-00001455,2026-07-15,ItemSelectionDetails.csv,ORD-0000581,2026-07-15 10:02:04.510817,76c4a1c4a7,Heritage Vase,Scarves,35.19,0.0,35.19,1,0
SEL-00001456,2026-07-15,ItemSelectionDetails.csv,ORD-0000582,2026-07-15 18:44:12.597281,92663857be,Coastal Bottle,Scarves,233.82,0.0,233.82,3,0
SEL-00001457,2026-07-15,ItemSelectionDetails.csv,ORD-0000582,2026-07-15 18:44:12.597281,10f0f036f4,Petite Wrap,Bags,243.12,0.0,243.12,2,0
SEL-00001458,2026-07-15,ItemSelectionDetails.csv,ORD-0000582,2026-07-15 18:44:12.597281,ac4ef82a37,Classic Cardigan,Scarves,133.74,0.0,133.74,3,0
SEL-00001459,2026-07-15,ItemSelectionDetails.csv,ORD-0000583,2026-07-15 09:11:49.147162,c1c48da2dc,Petite Necklace,White Wine,168.33,0.0,168.33,3,0
SEL-00001460,2026-07-15,ItemSelectionDetails.csv,ORD-0000583,2026-07-15 09:11:49.147162,18d0617483,Modern Necklace,Red Wine,65.33,0.0,65.33,1,0
SEL-00001461,2026-07-15,ItemSelectionDetails.csv,ORD-0000583,2026-07-15 09:11:49.147162,b4d1cce619,Everyday Wrap,Outerwear,91.92,18.38,73.54,1,0
SEL-00001462,2026-07-15,ItemSelectionDetails.csv,ORD-0000583,2026-07-15 09:11:49.147162,e9608f5248,Coastal Bottle,Bags,220.8,0.0,220.8,2,0
SEL-00001463,2026-07-15,ItemSelectionDetails.csv,ORD-0000584,2026-07-15 09:51:42.658076,332fd1efa0,Signature Vase,Bags,134.65,13.47,121.18,1,0
SEL-00001464,2026-07-15,ItemSelectionDetails.csv,ORD-0000585,2026-07-15 17:37:33.005595,5181629936,Coastal Scarf,Fine Jewelry,186.69,37.34,149.35,3,0
SEL-00001465,2026-07-15,ItemSelectionDetails.csv,ORD-0000585,2026-07-15 17:37:33.005595,6c834d1035,Petite Tumbler,Stationery,280.76,56.15,224.61,2,0
SEL-00001466,2026-07-15,ItemSelectionDetails.csv,ORD-0000586,2026-07-15 13:58:10.179267,3010a642fc,Classic Scarf,Fashion Jewelry,176.28,0.0,176.28,2,0
SEL-00001467,2026-07-15,ItemSelectionDetails.csv,ORD-0000587,2026-07-15 11:19:33.132049,cc9c7f9688,Signature Vase,Stationery,62.93,0.0,62.93,1,0
SEL-00001468,2026-07-15,ItemSelectionDetails.csv,ORD-0000587,2026-07-15 11:19:33.132049,332fd1efa0,Signature Vase,Bags,134.65,0.0,134.65,1,0
SEL-00001469,2026-07-15,ItemSelectionDetails.csv,ORD-0000587,2026-07-15 11:19:33.132049,fd69e37d66,Vintage Vase,Tops,175.14,0.0,175.14,2,0
SEL-00001470,2026-07-15,ItemSelectionDetails.csv,ORD-0000587,2026-07-15 11:19:33.132049,fa993180b5,Modern Vase,Kids,192.27,0.0,192.27,1,0
SEL-00001471,2026-07-15,ItemSelectionDetails.csv,ORD-0000588,2026-07-15 17:56:42.036635,4cfb4c3019,Signature Cardigan,Tabletop,64.26,0.0,64.26,3,0
SEL-00001472,2026-07-15,ItemSelectionDetails.csv,ORD-0000588,2026-07-15 17:56:42.036635,46c480afbf,Modern Wrap,Fashion Jewelry,108.81,0.0,108.81,3,0
SEL-00001473,2026-07-15,ItemSelectionDetails.csv,ORD-0000588,2026-07-15 17:56:42.036635,bb17bbb193,Modern Bracelet,Scarves,45.54,9.11,36.43,3,0
SEL-00001474,2026-07-15,ItemSelectionDetails.csv,ORD-0000589,2026-07-15 14:56:22.228019,c1c48da2dc,Petite Necklace,White Wine,168.33,33.67,134.66,3,0
