item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00000844,2026-07-09,ItemSelectionDetails.csv,ORD-0000338,2026-07-09 09:17:32.298551,fd310f1b1b,Petite Necklace,Fashion Jewelry,147.84,14.78,133.06,1,0
SEL-00000845,2026-07-09,ItemSelectionDetails.csv,ORD-0000339,2026-07-09 18:22:27.012599,fd310f1b1b,Petite Necklace,Fashion Jewelry,295.68,0.0,295.68,2,0
SEL-00000846,2026-07-09,ItemSelectionDetails.csv,ORD-0000339,2026-07-09 18:22:27.012599,151724ae73,Vintage Candle,Stationery,148.36,29.67,118.69,2,0
SEL-00000847,2026-07-09,ItemSelectionDetails.csv,ORD-0000339,2026-07-09 18:22:27.012599,61a0327535,Rustic Cardigan,Tops,60.59,12.12,48.47,1,0
SEL-00000848,2026-07-09,ItemSelectionDetails.csv,ORD-0000339,2026-07-09 18:22:27.012599,d89585ffeb,Modern Earrings,Bags,26.6,0.0,26.6,1,0
SEL-00000849,2026-07-09,ItemSelectionDetails.csv,ORD-0000340,2026-07-09 09:24:12.258309,b8829bd88e,Coastal Notebook,Scarves,59.76,0.0,59.76,1,0
SEL-00000850,2026-07-09,ItemSelectionDetails.csv,ORD-0000341,2026-07-09 16:54:59.188710,93f057cc55,Rustic Necklace,Stationery,240.36,0.0,240.36,2,0
SEL-00000851,2026-07-09,ItemSelectionDetails.csv,ORD-0000342,2026-07-09 11:39:25.760365,61d3f7cd9d,Rustic Necklace,Outerwear,130.2,0.0,130.2,1,0
SEL-00000852,2026-07-09,ItemSelectionDetails.csv,ORD-0000342,2026-07-09 11:39:25.760365,ca527034d4,Coastal Tumbler,Fine Jewelry,12.45,1.25,11.2,1,0
SEL-00000853,2026-07-09,ItemSelectionDetails.csv,ORD-0000342,2026-07-09 11:39:25.760365,a910612d6f,Heritage Scarf,Red Wine,87.95,0.0,87.95,1,0
SEL-00000854,2026-07-09,ItemSelectionDetails.csv,ORD-0000342,2026-07-09 11:39:25.760365,f7e473b023,Statement Vase,Stationery,8.13,0.0,8.13,1,0
SEL-00000855,2026-07-09,ItemSelectionDetails.csv,ORD-0000343,2026-07-09 09:42:31.509397,f8c364ea86,Coastal Tumbler,Kids,21.23,0.0,21.23,1,0
SEL-00000856,2026-07-09,ItemSelectionDetails.csv,ORD-0000343,2026-07-09 09:42:31.509397,e9608f5248,Coastal Bottle,Bags,220.8,44.16,176.64,2,0
SEL-00000857,2026-07-09,ItemSelectionDetails.csv,ORD-0000343,2026-07-09 09:42:31.509397,d363333e01,Everyday Cardigan,Tabletop,15.39,0.0,15.39,1,0
SEL-00000858,2026-07-09,ItemSelectionDetails.csv,ORD-0000343,2026-07-09 09:42:31.509397,ea06aa983d,Classic Vase,Fashion Jewelry,51.09,5.11,45.98,1,0
SEL-00000859,2026-07-09,ItemSelectionDetails.csv,ORD-0000344,2026-07-09 12:10:22.708162,4bcdf37dc6,Modern Bottle,Scarves,200.68,0.0,200.68,1,0
SEL-00000860,2026-07-09,ItemSelectionDetails.csv,ORD-0000344,2026-07-09 12:10:22.708162,d8804cdeb1,Vintage Notebook,Tops,289.48,0.0,289.48,2,0
SEL-00000861,2026-07-09,ItemSelectionDetails.csv,ORD-0000344,2026-07-09 12:10:22.708162,8f59deecd2,Statement Bottle,Stationery,46.04,0.0,46.04,2,0
SEL-00000862,2026-07-09,ItemSelectionDetails.csv,ORD-0000345,2026-07-09 16:57:15.620739,f67dc05345,Vintage Tumbler,Tabletop,45.14,0.0,45.14,1,0
SEL-00000863,2026-07-09,ItemSelectionDetails.csv,ORD-0000345,2026-07-09 16:57:15.620739,adf8479dad,Petite Tumbler,White Wine,52.31,0.0,52.31,1,0
SEL-00000864,2026-07-09,ItemSelectionDetails.csv,ORD-0000346,2026-07-09 12:37:27.044596,ad92d680e8,Everyday Necklace,Fine Jewelry,131.61,0.0,131.61,3,0
SEL-00000865,2026-07-09,ItemSelectionDetails.csv,ORD-0000346,2026-07-09 12:37:27.044596,79d859b9e0,Rustic Necklace,Fine Jewelry,95.94,9.59,86.35,2,0
