order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0001080,2026-07-27,OrderDetails.csv,2026-07-27 12:23:43.924971,2,25.46,101.83,0
ORD-0001081,2026-07-27,OrderDetails.csv,2026-07-27 11:03:36.971153,1,79.46,345.99,0
ORD-0001082,2026-07-27,OrderDetails.csv,2026-07-27 13:14:33.461527,3,55.3,552.89,0
ORD-0001083,2026-07-27,OrderDetails.csv,2026-07-27 12:45:10.171674,3,0.0,207.38,0
ORD-0001084,2026-07-27,OrderDetails.csv,2026-07-27 14:20:55.003221,2,124.85,544.33,0
ORD-0001085,2026-07-27,OrderDetails.csv,2026-07-27 17:00:27.980498,2,40.74,422.79,0
ORD-0001086,2026-07-27,OrderDetails.csv,2026-07-27 15:28:48.249808,2,44.83,248.11,0
ORD-0001087,2026-07-27,OrderDetails.csv,2026-07-27 18:13:25.615796,2,5.24,193.86,1
ORD-0001088,2026-07-27,OrderDetails.csv,2026-07-27 17:29:46.099104,1,49.05,284.32,0
ORD-0001089,2026-07-27,OrderDetails.csv,2026-07-27 16:30:29.505998,2,36.36,205.99,0
ORD-0001090,2026-07-27,OrderDetails.csv,2026-07-27 17:48:19.586888,3,103.11,495.1,0
ORD-0001091,2026-07-27,OrderDetails.csv,2026-07-27 12:28:24.080145,2,0.0,155.05,0
ORD-0001092,2026-07-27,OrderDetails.csv,2026-07-27 15:58:18.907172,2,21.89,485.05,0
ORD-0001093,2026-07-27,OrderDetails.csv,2026-07-27 09:41:38.097387,3,53.78,358.63,0
ORD-0001094,2026-07-27,OrderDetails.csv,2026-07-27 15:34:07.456523,2,0.0,184.38,0
ORD-0001095,2026-07-27,OrderDetails.csv,2026-07-27 18:02:36.963866,1,51.37,552.81,0
ORD-0001096,2026-07-27,OrderDetails.csv,2026-07-27 09:18:58.752315,1,0.0,365.22,0
ORD-0001097,2026-07-27,OrderDetails.csv,2026-07-27 14:39:38.410934,3,3.46,114.43,0
ORD-0001098,2026-07-27,OrderDetails.csv,2026-07-27 14:43:33.325399,1,0.0,221.04,0
ORD-0001099,2026-07-27,OrderDetails.csv,2026-07-27 14:15:41.381545,1,0.0,287.11,0
ORD-0001100,2026-07-27,OrderDetails.csv,2026-07-27 15:55:07.039700,2,36.47,358.49,0
ORD-0001101,2026-07-27,OrderDetails.csv,2026-07-27 16:42:56.885728,2,13.63,653.82,0
ORD-0001102,2026-07-27,OrderDetails.csv,2026-07-27 13:51:59.353816,3,15.78,196.61,0
ORD-0001103,2026-07-27,OrderDetails.csv,2026-07-27 12:20:12.119591,3,16.81,634.23,0
ORD-0001104,2026-07-27,OrderDetails.csv,2026-07-27 16:40:13.556684,2,0.0,285.66,0
ORD-0001105,2026-07-27,OrderDetails.csv,2026-07-27 11:49:09.930850,3,34.89,696.37,0
ORD-0001106,2026-07-27,OrderDetails.csv,2026-07-27 15:12:53.846104,1,5.61,50.5,0
ORD-0001107,2026-07-27,OrderDetails.csv,2026-07-27 17:20:59.558390,3,4.6,552.06,0
ORD-0001108,2026-07-27,OrderDetails.csv,2026-07-27 12:34:01.952874,2,0.0,20.09,0
ORD-0001109,2026-07-27,OrderDetails.csv,2026-07-27 10:49:39.404748,2,31.18,411.94,0
ORD-0001110,2026-07-27,OrderDetails.csv,2026-07-27 18:42:23.754836,3,8.42,426.7,0
ORD-0001111,2026-07-27,OrderDetails.csv,2026-07-27 12:55:47.387222,3,0.0,399.46,0
ORD-0001112,2026-07-27,OrderDetails.csv,2026-07-27 10:24:40.721567,1,8.79,148.4,0
ORD-0001113,2026-07-27,OrderDetails.csv,2026-07-27 11:32:26.171066,2,0.0,59.76,0
ORD-0001114,2026-07-27,OrderDetails.csv,2026-07-27 18:04:35.848963,3,0.0,160.95,0
ORD-0001115,2026-07-27,OrderDetails.csv,2026-07-27 12:08:49.627618,1,0.0,200.68,0
ORD-0001116,2026-07-27,OrderDetails.csv,2026-07-27 15:38:09.017939,1,5.87,121.46,0
ORD-0001117,2026-07-27,OrderDetails.csv,2026-07-27 17:01:48.512201,3,28.08,540.04,0
ORD-0001118,2026-07-27,OrderDetails.csv,2026-07-27 14:30:15.852392,1,12.03,73.68,0
ORD-0001119,2026-07-27,OrderDetails.csv,2026-07-27 11:33:29.074730,3,1.25,98.47,0
ORD-0001120,2026-07-27,OrderDetails.csv,2026-07-27 12:47:30.576850,1,0.0,371.64,0
ORD-0001121,2026-07-27,OrderDetails.csv,2026-07-27 15:23:25.876216,2,29.57,133.45,0
ORD-0001122,2026-07-27,OrderDetails.csv,2026-07-27 16:55:06.233379,3,0.0,94.17,0
ORD-0001123,2026-07-27,OrderDetails.csv,2026-07-27 15:44:10.796696,2,60.34,522.91,0
ORD-0001124,2026-07-27,OrderDetails.csv,2026-07-27 09:36:55.753352,1,71.72,1014.92,0
ORD-0001125,2026-07-27,OrderDetails.csv,2026-07-27 09:17:48.264371,3,0.0,311.6,0
