item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00002708,2026-07-27,ItemSelectionDetails.csv,ORD-0001080,2026-07-27 12:23:43.924971,f920903374,Coastal Wrap,Candles,127.29,25.46,101.83,1,0
SEL-00002709,2026-07-27,ItemSelectionDetails.csv,ORD-0001081,2026-07-27 11:03:36.971153,45d1da72e8,Everyday Tote,Outerwear,25.52,2.55,22.97,2,0
SEL-00002710,2026-07-27,ItemSelectionDetails.csv,ORD-0001081,2026-07-27 11:03:36.971153,fa993180b5,Modern Vase,Kids,384.54,76.91,307.63,2,0
SEL-00002711,2026-07-27,ItemSelectionDetails.csv,ORD-0001081,2026-07-27 11:03:36.971153,d363333e01,Everyday Cardigan,Tabletop,15.39,0.0,15.39,1,0
SEL-00002712,2026-07-27,ItemSelectionDetails.csv,ORD-0001082,2026-07-27 13:14:33.461527,04e3537ae2,Rustic Bottle,Tops,55.17,0.0,55.17,1,0
SEL-00002713,2026-07-27,ItemSelectionDetails.csv,ORD-0001082,2026-07-27 13:14:33.461527,3ff813895e,Modern Candle,Bags,553.02,55.3,497.72,3,0
SEL-00002714,2026-07-27,ItemSelectionDetails.csv,ORD-0001083,2026-07-27 12:45:10.171674,eb96c5bd41,Statement Scarf,Fashion Jewelry,34.62,0.0,34.62,1,0
SEL-00002715,2026-07-27,ItemSelectionDetails.csv,ORD-0001083,2026-07-27 12:45:10.171674,0754e1cbd9,Coastal Scarf,Fine Jewelry,52.6,0.0,52.6,1,0
SEL-00002716,2026-07-27,ItemSelectionDetails.csv,ORD-0001083,2026-07-27 12:45:10.171674,fa561483b4,Everyday Bottle,Candles,77.9,0.0,77.9,1,0
SEL-00002717,2026-07-27,ItemSelectionDetails.csv,ORD-0001083,2026-07-27 12:45:10.171674,0cac5ef0f2,Classic Tote,Tops,42.26,0.0,42.26,2,0
SEL-00002718,2026-07-27,ItemSelectionDetails.csv,ORD-0001084,2026-07-27 14:20:55.003221,fa993180b5,Modern Vase,Kids,384.54,76.91,307.63,2,0
SEL-00002719,2026-07-27,ItemSelectionDetails.csv,ORD-0001084,2026-07-27 14:20:55.003221,b653192f53,Petite Bracelet,Fine Jewelry,194.79,38.96,155.83,1,0
SEL-00002720,2026-07-27,ItemSelectionDetails.csv,ORD-0001084,2026-07-27 14:20:55.003221,eb2b3e41e1,Statement Cardigan,Fine Jewelry,89.85,8.98,80.87,1,0
SEL-00002721,2026-07-27,ItemSelectionDetails.csv,ORD-0001085,2026-07-27 17:00:27.980498,c459c1d573,Petite Tumbler,Candles,407.43,40.74,366.69,3,0
SEL-00002722,2026-07-27,ItemSelectionDetails.csv,ORD-0001085,2026-07-27 17:00:27.980498,63c5a65785,Classic Vase,Kids,56.1,0.0,56.1,1,0
SEL-00002723,2026-07-27,ItemSelectionDetails.csv,ORD-0001086,2026-07-27 15:28:48.249808,8ea2a92e5e,Rustic Necklace,Tops,49.22,4.92,44.3,1,0
SEL-00002724,2026-07-27,ItemSelectionDetails.csv,ORD-0001086,2026-07-27 15:28:48.249808,366d913122,Everyday Vase,Red Wine,140.97,28.19,112.78,1,0
SEL-00002725,2026-07-27,ItemSelectionDetails.csv,ORD-0001086,2026-07-27 15:28:48.249808,3a6c6afcc6,Vintage Earrings,Candles,88.24,8.82,79.42,1,0
SEL-00002726,2026-07-27,ItemSelectionDetails.csv,ORD-0001086,2026-07-27 15:28:48.249808,7635b7f716,Coastal Earrings,Fine Jewelry,14.51,2.9,11.61,1,0
SEL-00002727,2026-07-27,ItemSelectionDetails.csv,ORD-0001087,2026-07-27 18:13:25.615796,2e1ea8db24,Vintage Tumbler,Scarves,62.49,0.0,62.49,1,1
SEL-00002728,2026-07-27,ItemSelectionDetails.csv,ORD-0001087,2026-07-27 18:13:25.615796,6f48554ca5,Petite Notebook,Stationery,52.44,5.24,47.2,3,1
SEL-00002729,2026-07-27,ItemSelectionDetails.csv,ORD-0001087,2026-07-27 18:13:25.615796,ff2caeca63,Modern Necklace,White Wine,84.17,0.0,84.17,1,1
SEL-00002730,2026-07-27,ItemSelectionDetails.csv,ORD-0001088,2026-07-27 17:29:46.099104,151724ae73,Vintage Candle,Stationery,74.18,14.84,59.34,1,0
SEL-00002731,2026-07-27,ItemSelectionDetails.csv,ORD-0001088,2026-07-27 17:29:46.099104,3010a642fc,Classic Scarf,Fashion Jewelry,88.14,0.0,88.14,1,0
SEL-00002732,2026-07-27,ItemSelectionDetails.csv,ORD-0001088,2026-07-27 17:29:46.099104,adf8479dad,Petite Tumbler,White Wine,52.31,10.46,41.85,1,0
SEL-00002733,2026-07-27,ItemSelectionDetails.csv,ORD-0001088,2026-07-27 17:29:46.099104,0d50862b01,Classic Wrap,Tabletop,118.74,23.75,94.99,1,0
SEL-00002734,2026-07-27,ItemSelectionDetails.csv,ORD-0001089,2026-07-27 16:30:29.505998,29f06ed427,Modern Vase,Fine Jewelry,99.13,19.83,79.3,1,0
SEL-00002735,2026-07-27,ItemSelectionDetails.csv,ORD-0001089,2026-07-27 16:30:29.505998,61a0327535,Rustic Cardigan,Tops,60.59,0.0,60.59,1,0
SEL-00002736,2026-07-27,ItemSelectionDetails.csv,ORD-0001089,2026-07-27 16:30:29.505998,598b932d91,Petite Earrings,Outerwear,82.63,16.53,66.1,1,0
SEL-00002737,2026-07-27,ItemSelectionDetails.csv,ORD-0001090,2026-07-27 17:48:19.586888,61fc056685,Petite Wrap,Red Wine,165.39,16.54,148.85,1,0
SEL-00002738,2026-07-27,ItemSelectionDetails.csv,ORD-0001090,2026-07-27 17:48:19.586888,e881d11574,Rustic Scarf,Bags,48.28,9.66,38.62,1,0
SEL-00002739,2026-07-27,ItemSelectionDetails.csv,ORD-0001090,2026-07-27 17:48:19.586888,fa993180b5,Modern Vase,Kids,384.54,76.91,307.63,2,0
SEL-00002740,2026-07-27,ItemSelectionDetails.csv,ORD-0001091,2026-07-27 12:28:24.080145,6b347e2af1,Classic Bracelet,Fine Jewelry,14.67,0.0,14.67,1,0
SEL-00002741,2026-07-27,ItemSelectionDetails.csv,ORD-0001091,2026-07-27 12:28:24.080145,6c834d1035,Petite Tumbler,Stationery,140.38,0.0,140.38,1,0
SEL-00002742,2026-07-27,ItemSelectionDetails.csv,ORD-0001092,2026-07-27 15:58:18.907172,0754e1cbd9,Coastal Scarf,Fine Jewelry,157.8,0.0,157.8,3,0
SEL-00002743,2026-07-27,ItemSelectionDetails.csv,ORD-0001092,2026-07-27 15:58:18.907172,1c374acdb9,Heritage Bracelet,Outerwear,109.47,0.0,109.47,1,0
SEL-00002744,2026-07-27,ItemSelectionDetails.csv,ORD-0001092,2026-07-27 15:58:18.907172,61d3f7cd9d,Rustic Necklace,Outerwear,130.2,0.0,130.2,1,0
SEL-00002745,2026-07-27,ItemSelectionDetails.csv,ORD-0001092,2026-07-27 15:58:18.907172,1c374acdb9,Heritage Bracelet,Outerwear,109.47,21.89,87.58,1,0
SEL-00002746,2026-07-27,ItemSelectionDetails.csv,ORD-0001093,2026-07-27 09:41:38.097387,a910612d6f,Heritage Scarf,Red Wine,87.95,17.59,70.36,1,0
SEL-00002747,2026-07-27,ItemSelectionDetails.csv,ORD-0001093,2026-07-27 09:41:38.097387,4f4cff6860,Vintage Cardigan,Tabletop,20.09,0.0,20.09,1,0
SEL-00002748,2026-07-27,ItemSelectionDetails.csv,ORD-0001093,2026-07-27 09:41:38.097387,2810e32313,Heritage Scarf,Tabletop,123.44,0.0,123.44,1,0
SEL-00002749,2026-07-27,ItemSelectionDetails.csv,ORD-0001093,2026-07-27 09:41:38.097387,1f8889cd99,Petite Bracelet,Fashion Jewelry,180.93,36.19,144.74,3,0
SEL-00002750,2026-07-27,ItemSelectionDetails.csv,ORD-0001094,2026-07-27 15:34:07.456523,ac4ef82a37,Classic Cardigan,Scarves,44.58,0.0,44.58,1,0
SEL-00002751,2026-07-27,ItemSelectionDetails.csv,ORD-0001094,2026-07-27 15:34:07.456523,16995ebd6c,Vintage Tote,Red Wine,90.58,0.0,90.58,1,0
SEL-00002752,2026-07-27,ItemSelectionDetails.csv,ORD-0001094,2026-07-27 15:34:07.456523,8ea2a92e5e,Rustic Necklace,Tops,49.22,0.0,49.22,1,0
SEL-00002753,2026-07-27,ItemSelectionDetails.csv,ORD-0001095,2026-07-27 18:02:36.963866,16995ebd6c,Vintage Tote,Red Wine,90.58,0.0,90.58,1,0
SEL-00002754,2026-07-27,ItemSelectionDetails.csv,ORD-0001095,2026-07-27 18:02:36.963866,332fd1efa0,Signature Vase,Bags,403.95,40.4,363.55,3,0
SEL-00002755,2026-07-27,ItemSelectionDetails.csv,ORD-0001095,2026-07-27 18:02:36.963866,3ec5369f32,Statement Necklace,Candles,109.65,10.97,98.68,1,0
SEL-00002756,2026-07-27,ItemSelectionDetails.csv,ORD-0001096,2026-07-27 09:18:58.752315,cd333fcb20,Everyday Candle,Candles,350.25,0.0,350.25,3,0
SEL-00002757,2026-07-27,ItemSelectionDetails.csv,ORD-0001096,2026-07-27 09:18:58.752315,bd08b8a16b,Signature Tote,Fine Jewelry,14.97,0.0,14.97,1,0
SEL-00002758,2026-07-27,ItemSelectionDetails.csv,ORD-0001097,2026-07-27 14:39:38.410934,d05847f1c3,Vintage Cardigan,Tabletop,83.27,0.0,83.27,1,0
SEL-00002759,2026-07-27,ItemSelectionDetails.csv,ORD-0001097,2026-07-27 14:39:38.410934,eb96c5bd41,Statement Scarf,Fashion Jewelry,34.62,3.46,31.16,1,0
SEL-00002760,2026-07-27,ItemSelectionDetails.csv,ORD-0001098,2026-07-27 14:43:33.325399,10e55b6678,Everyday Notebook,Outerwear,221.04,0.0,221.04,2,0
SEL-00002761,2026-07-27,ItemSelectionDetails.csv,ORD-0001099,2026-07-27 14:15:41.381545,c8ebef167a,Petite Bottle,Stationery,108.94,0.0,108.94,2,0
SEL-00002762,2026-07-27,ItemSelectionDetails.csv,ORD-0001099,2026-07-27 14:15:41.381545,79d859b9e0,Rustic Necklace,Fine Jewelry,47.97,0.0,47.97,1,0
