order_id,export_date,export_filename,opened,guest_count,discount_amount,total,voided
ORD-0000982,2026-07-25,OrderDetails.csv,2026-07-25 15:10:52.371704,2,0.0,396.13,0
ORD-0000983,2026-07-25,OrderDetails.csv,2026-07-25 10:56:09.551215,1,33.66,175.1,0
ORD-0000984,2026-07-25,OrderDetails.csv,2026-07-25 16:20:12.803428,1,29.11,447.45,0
ORD-0000985,2026-07-25,OrderDetails.csv,2026-07-25 11:20:39.854584,2,28.95,323.37,0
ORD-0000986,2026-07-25,OrderDetails.csv,2026-07-25 14:04:53.994836,1,0.0,47.97,0
ORD-0000987,2026-07-25,OrderDetails.csv,2026-07-25 12:00:50.433067,1,10.76,373.8,0
ORD-0000988,2026-07-25,OrderDetails.csv,2026-07-25 13:33:42.183446,3,0.0,89.15,0
ORD-0000989,2026-07-25,OrderDetails.csv,2026-07-25 12:35:26.564975,1,4.28,146.14,0
ORD-0000990,2026-07-25,OrderDetails.csv,2026-07-25 15:32:32.819077,1,72.66,378.83,0
ORD-0000991,2026-07-25,OrderDetails.csv,2026-07-25 17:39:19.512096,1,24.45,97.81,1
ORD-0000992,2026-07-25,OrderDetails.csv,2026-07-25 12:46:59.288886,2,26.99,796.5,0
ORD-0000993,2026-07-25,OrderDetails.csv,2026-07-25 11:55:40.062292,3,18.8,191.95,1
ORD-0000994,2026-07-25,OrderDetails.csv,2026-07-25 15:01:22.639000,3,20.44,211.85,0
ORD-0000995,2026-07-25,OrderDetails.csv,2026-07-25 18:00:31.755173,2,135.36,953.6,0
ORD-0000996,2026-07-25,OrderDetails.csv,2026-07-25 14:49:02.260028,3,33.89,347.25,0
ORD-0000997,2026-07-25,OrderDetails.csv,2026-07-25 18:38:29.549718,3,23.35,145.71,0
ORD-0000998,2026-07-25,OrderDetails.csv,2026-07-25 09:27:57.461603,3,0.0,315.85,0
ORD-0000999,2026-07-25,OrderDetails.csv,2026-07-25 18:03:33.697767,2,23.41,277.53,0
ORD-0001000,2026-07-25,OrderDetails.csv,2026-07-25 16:09:16.542472,1,29.51,118.03,0
ORD-0001001,2026-07-25,OrderDetails.csv,2026-07-25 13:19:00.923652,3,81.34,396.34,0
ORD-0001002,2026-07-25,OrderDetails.csv,2026-07-25 14:10:44.037199,2,38.45,153.82,0
ORD-0001003,2026-07-25,OrderDetails.csv,2026-07-25 18:48:50.043976,3,0.0,104.2,0
ORD-0001004,2026-07-25,OrderDetails.csv,2026-07-25 10:33:19.079979,1,27.42,109.65,0
ORD-0001005,2026-07-25,OrderDetails.csv,2026-07-25 14:38:28.280070,3,0.0,582.54,0
ORD-0001006,2026-07-25,OrderDetails.csv,2026-07-25 17:20:35.409103,3,0.0,575.55,0
ORD-0001007,2026-07-25,OrderDetails.csv,2026-07-25 15:29:05.592476,3,0.0,56.1,0
ORD-0001008,2026-07-25,OrderDetails.csv,2026-07-25 11:51:00.809031,3,0.0,214.0,0
ORD-0001009,2026-07-25,OrderDetails.csv,2026-07-25 12:29:19.479634,3,42.28,269.74,0
ORD-0001010,2026-07-25,OrderDetails.csv,2026-07-25 09:11:39.919922,3,16.83,213.7,0
ORD-0001011,2026-07-25,OrderDetails.csv,2026-07-25 11:11:51.096328,1,0.0,342.84,0
ORD-0001012,2026-07-25,OrderDetails.csv,2026-07-25 11:11:14.901151,1,83.02,332.08,0
ORD-0001013,2026-07-25,OrderDetails.csv,2026-07-25 15:32:23.714973,2,26.78,156.12,0
ORD-0001014,2026-07-25,OrderDetails.csv,2026-07-25 18:19:54.180904,2,9.23,36.94,0
ORD-0001015,2026-07-25,OrderDetails.csv,2026-07-25 09:48:16.326913,3,49.56,863.14,0
ORD-0001016,2026-07-25,OrderDetails.csv,2026-07-25 12:01:33.778559,1,19.19,280.42,0
ORD-0001017,2026-07-25,OrderDetails.csv,2026-07-25 18:41:49.575661,1,0.0,530.49,0
ORD-0001018,2026-07-25,OrderDetails.csv,2026-07-25 09:32:08.136327,1,0.0,144.84,0
ORD-0001019,2026-07-25,OrderDetails.csv,2026-07-25 10:42:00.252895,2,71.08,721.4,0
ORD-0001020,2026-07-25,OrderDetails.csv,2026-07-25 17:19:04.896387,1,47.26,263.18,0
ORD-0001021,2026-07-25,OrderDetails.csv,2026-07-25 12:00:50.115260,1,0.0,122.26,0
ORD-0001022,2026-07-25,OrderDetails.csv,2026-07-25 18:11:09.568736,2,6.53,279.84,0
ORD-0001023,2026-07-25,OrderDetails.csv,2026-07-25 16:45:49.487074,1,15.15,355.75,1
ORD-0001024,2026-07-25,OrderDetails.csv,2026-07-25 13:25:34.045404,1,0.0,77.08,0
ORD-0001025,2026-07-25,OrderDetails.csv,2026-07-25 12:25:52.195194,2,0.0,429.9,0
ORD-0001026,2026-07-25,OrderDetails.csv,2026-07-25 13:45:21.405884,3,8.66,468.14,0
ORD-0001027,2026-07-25,OrderDetails.csv,2026-07-25 14:54:00.409914,2,9.84,88.6,0
ORD-0001028,2026-07-25,OrderDetails.csv,2026-07-25 10:34:16.842136,2,29.37,264.32,0
ORD-0001029,2026-07-25,OrderDetails.csv,2026-07-25 15:08:19.369194,2,42.58,193.39,0
ORD-0001030,2026-07-25,OrderDetails.csv,2026-07-25 17:02:15.290594,2,2.34,146.92,0
ORD-0001031,2026-07-25,OrderDetails.csv,2026-07-25 16:00:49.509297,1,18.12,316.3,0
ORD-0001032,2026-07-25,OrderDetails.csv,2026-07-25 17:55:41.008614,2,22.63,395.12,0
ORD-0001033,2026-07-25,OrderDetails.csv,2026-07-25 13:50:15.379140,3,0.0,30.36,0
ORD-0001034,2026-07-25,OrderDetails.csv,2026-07-25 11:01:25.875780,1,90.15,471.87,0
ORD-0001035,2026-07-25,OrderDetails.csv,2026-07-25 13:48:53.813481,2,1.51,87.66,0
ORD-0001036,2026-07-25,OrderDetails.csv,2026-07-25 15:06:48.691310,2,17.59,70.36,0
