item_selection_id,export_date,export_filename,order_id,sent_date,item_id,menu_item,sales_category,gross_price,discount,net_price,qty,void_flag
SEL-00002374,2026-07-24,ItemSelectionDetails.csv,ORD-0000953,2026-07-24 15:39:14.976775,e48cb9f3a7,Heritage Scarf,Fine Jewelry,112.96,22.59,90.37,1,0
SEL-00002375,2026-07-24,ItemSelectionDetails.csv,ORD-0000953,2026-07-24 15:39:14.976775,eb2b3e41e1,Statement Cardigan,Fine Jewelry,89.85,0.0,89.85,1,0
SEL-00002376,2026-07-24,ItemSelectionDetails.csv,ORD-0000953,2026-07-24 15:39:14.976775,7635b7f716,Coastal Earrings,Fine Jewelry,29.02,5.8,23.22,2,0
SEL-00002377,2026-07-24,ItemSelectionDetails.csv,ORD-0000953,2026-07-24 15:39:14.976775,d0f46ab8d2,Classic Earrings,Outerwear,195.98,19.6,176.38,2,0
SEL-00002378,2026-07-24,ItemSelectionDetails.csv,ORD-0000954,2026-07-24 09:57:43.159867,29f06ed427,Modern Vase,Fine Jewelry,99.13,0.0,99.13,1,0
SEL-00002379,2026-07-24,ItemSelectionDetails.csv,ORD-0000954,2026-07-24 09:57:43.159867,436e35f4c6,Rustic Wrap,Stationery,100.74,0.0,100.74,1,0
SEL-00002380,2026-07-24,ItemSelectionDetails.csv,ORD-0000954,2026-07-24 09:57:43.159867,a307d76e09,Coastal Bracelet,Tops,38.36,7.67,30.69,1,0
SEL-00002381,2026-07-24,ItemSelectionDetails.csv,ORD-0000955,2026-07-24 10:26:28.037384,598b932d91,Petite Earrings,Outerwear,82.63,0.0,82.63,1,0
SEL-00002382,2026-07-24,ItemSelectionDetails.csv,ORD-0000955,2026-07-24 10:26:28.037384,3010a642fc,Classic Scarf,Fashion Jewelry,176.28,0.0,176.28,2,0
SEL-00002383,2026-07-24,ItemSelectionDetails.csv,ORD-0000956,2026-07-24 18:03:00.904075,9cd79d15ec,Coastal Tote,Candles,100.08,0.0,100.08,1,0
SEL-00002384,2026-07-24,ItemSelectionDetails.csv,ORD-0000956,2026-07-24 18:03:00.904075,29dab935f8,Heritage Notebook,Candles,15.14,0.0,15.14,1,0
SEL-00002385,2026-07-24,ItemSelectionDetails.csv,ORD-0000956,2026-07-24 18:03:00.904075,5324b99976,Vintage Candle,White Wine,89.16,0.0,89.16,1,0
SEL-00002386,2026-07-24,ItemSelectionDetails.csv,ORD-0000957,2026-07-24 09:56:22.004950,ce445b794f,Rustic Cardigan,Outerwear,42.94,4.29,38.65,2,0
SEL-00002387,2026-07-24,ItemSelectionDetails.csv,ORD-0000957,2026-07-24 09:56:22.004950,79d859b9e0,Rustic Necklace,Fine Jewelry,47.97,0.0,47.97,1,0
SEL-00002388,2026-07-24,ItemSelectionDetails.csv,ORD-0000957,2026-07-24 09:56:22.004950,29f06ed427,Modern Vase,Fine Jewelry,99.13,19.83,79.3,1,0
SEL-00002389,2026-07-24,ItemSelectionDetails.csv,ORD-0000958,2026-07-24 18:55:11.839586,28bff27ee4,Petite Bracelet,Stationery,246.36,0.0,246.36,2,0
SEL-00002390,2026-07-24,ItemSelectionDetails.csv,ORD-0000959,2026-07-24 16:47:20.540367,10f0f036f4,Petite Wrap,Bags,121.56,24.31,97.25,1,0
SEL-00002391,2026-07-24,ItemSelectionDetails.csv,ORD-0000959,2026-07-24 16:47:20.540367,28bff27ee4,Petite Bracelet,Stationery,123.18,12.32,110.86,1,0
SEL-00002392,2026-07-24,ItemSelectionDetails.csv,ORD-0000959,2026-07-24 16:47:20.540367,46c480afbf,Modern Wrap,Fashion Jewelry,36.27,0.0,36.27,1,0
SEL-00002393,2026-07-24,ItemSelectionDetails.csv,ORD-0000959,2026-07-24 16:47:20.540367,4f4cff6860,Vintage Cardigan,Tabletop,20.09,4.02,16.07,1,0
SEL-00002394,2026-07-24,ItemSelectionDetails.csv,ORD-0000960,2026-07-24 13:44:40.957511,61d3f7cd9d,Rustic Necklace,Outerwear,130.2,26.04,104.16,1,0
SEL-00002395,2026-07-24,ItemSelectionDetails.csv,ORD-0000961,2026-07-24 09:02:30.834673,0f23b68b17,Statement Necklace,Stationery,142.35,14.23,128.12,1,0
SEL-00002396,2026-07-24,ItemSelectionDetails.csv,ORD-0000961,2026-07-24 09:02:30.834673,d05847f1c3,Vintage Cardigan,Tabletop,166.54,0.0,166.54,2,0
SEL-00002397,2026-07-24,ItemSelectionDetails.csv,ORD-0000961,2026-07-24 09:02:30.834673,69ceada5df,Vintage Bracelet,Kids,116.74,0.0,116.74,1,0
SEL-00002398,2026-07-24,ItemSelectionDetails.csv,ORD-0000961,2026-07-24 09:02:30.834673,10e55b6678,Everyday Notebook,Outerwear,110.52,0.0,110.52,1,0
SEL-00002399,2026-07-24,ItemSelectionDetails.csv,ORD-0000962,2026-07-24 18:40:18.726761,7f2e0d9bca,Signature Vase,Red Wine,113.16,22.63,90.53,1,0
SEL-00002400,2026-07-24,ItemSelectionDetails.csv,ORD-0000962,2026-07-24 18:40:18.726761,9fe350c069,Statement Vase,Candles,141.99,0.0,141.99,1,0
SEL-00002401,2026-07-24,ItemSelectionDetails.csv,ORD-0000963,2026-07-24 12:36:01.089942,fd310f1b1b,Petite Necklace,Fashion Jewelry,147.84,14.78,133.06,1,0
